"title","artist","spotify_id","lyrics","bpm","energy","danceability","loudness","valence"
"Bmf","New Champ","1AvQ2z67p1VbsoaRZuDoDe","[Intro]
Haha, hold on
Hold on, hold on
(Great John on the beat, by the way)

[Chorus]
Look, please don't blow my high right now
I'm somewhere in the sky right now, you could die right now
You was always not around, huh, look
Now I'm up, I was down, wanna fuck with me now
Say what's up to me now, huh (Wait, wait)
I guess it's up to me now, guess it's, look, huh

[Verse 1]
Like fuck it, I'm done with them (I'm done)
Can't put trust in none of 'em, look (In none)
Get popped like a Perc' or somethin'
Shawty wanna give me top like a shirt or somethin', huh
Who the boys? We ain't heard of them
They ain't really spinnin' blocks, they ain't murder nothin', uh
Throw shots to your turb' or somethin'
Pull up, post up on the curb or somethin', look
I'm drippin' like water, Fiji
Sleepy did it, now they thinkin' it's easy, huh
They said they love me, need me
I'll go broke and I could bet you they leave me, huh
But fuck it, I'm back on the road (I'm back)
You know Sleepy gotta go (Gotta go)
Lil' bro been wildin', he just wanna pour
Hit a lick and split the tolls, huh
Hit a lick and let me know
Catch an opp and it's a score, huh
It ain't shit to let it blow, huh
It ain't shit to let it blow

[Chorus]
Look, please don't blow my high right now
I'm somewhere in the sky right now, you could die right now
You was always not around, huh, look
Now I'm up, I was down, wanna fuck with me now
Say what's up to me now, huh
I guess it's up to me now, guess it's, look, huh

[Verse 2]
I guess it's up to you, gang, huh
Fuck niggas can't hang, look
Sit your five-dollar ass down
A billi' gon' make change
Back out, bro slidin' in a Range, huh
Fuck her, I don't know her name, huh
I don't love her, she for gang, huh
Better stay up in your lane, look
The plug named Carlito, huh
If he got them cards, he let me know
I'm in the trap with bro
Back then, we ain't have no clothes
Now we cash out, all facts for gold
Hold on, better watch your ho (Better watch her)
Lil' bitch tryna take my soul
Better pipe down, better watch your tone
Don't text, don't call my phone
Only one thing that I think you should know, like
Don't text, don't call my phone
Only one thing that I think you should know

[Chorus]
Look, please don't blow my high right now
I'm somewhere in the sky right now, you could die right now
You was always not around, huh, look
Now I'm up, I was down, wanna fuck with me now
Say what's up to me now, huh
I guess it's up to me now, guess it's, look, huh","107.418","0.957","0.568","-6.5310000000000015","0.5329999999999999"
"FOREVER","NO:EL","2tct7pqRDHjt103WB4sNGR","[Verse 1]
영원히 너를 사랑할 수 있다면
내 모든 것을 내려놓을 수도 있을 것만 같아
영원히 산들바람 속에 웃고 있을 수만 있다면
내 모든 것을 포기할 수 있을 것 같아
오 다시 돌아와 나 처음으로 나는 도대체 누구 여기는 도대체 어디
빛나는 동공 사이로 나 시작했었지만 이젠 너무나도 아파
내 발걸음이 무너질 세상의 끝이 다가오는 게 난 보이는데
겁먹은 걸 감추려 위험한 불장난질을 해
죽어있던 거야 영원함을 못 믿었을 땐
어차피 떠날 너희들이 너무 미웠을 땐
내가 판 무덤에 떨어졌던 그날에
간만에 본 하늘이 그제야 더 아름답네
눈물이 가려 흙이 덮여 심장이 멈춰
추억이 날려 꿈이 접혀 깃발이 꺾여
첫숨 터져 나왔어 심장이 뛰기 시작해
눈앞이 보이게 됐어 손 뻗어 너를 나는 잡아야만 해
첫숨 터져 나와 심장이 뛰기 시작
눈앞 보이게 돼 손 뻗어 너를 나는
잡아야만, 잡아야만

[Chorus]
빌었어 누군지도 모를 널 만나게 해달라고
영원히 너를 사랑할 수 있다면
내 모든 것을 내려놓을 수도 있을 것만 같아
영원히 산들바람 속에 웃고 있을 수만 있다면
내 모든 것을 포기할 수 있을 것 같아
영원히
(Forever ever and ever ever)
영원히
(Forever ever and ever ever)
영원히
(Forever ever and ever ever)
빌었어 누군지도 모를 널 만나게 해달라고

[Verse 2]
우린 시간을 살았고 이미 넌 완벽한 작품
사랑은 필름처럼 돌려 나 널 계속 보고파 자꾸
그대 입에 초승달이 걸릴 때가 좋아요
두 눈에 별빛이 내 우주 같아요
내 무릎에 누워 망가진 머리를
숨소리로 내 영혼까지 들썩거려줘
머리를 맞대고 나를 들여보내줘
널 향한 생각에 맘들은 불안한 것들을 일일이 수놓아줘
내 떨리는 안정감을 네가 이제는 안아줘
내 속 안을 들여다보고도 사랑해 줘
뭐가 있을지 나 모른대도
첫숨 터져 나왔어 심장이 뛰기 시작해
눈앞이 보이게 돼 손 뻗어 너를 나는 잡아야만 해
첫숨 터져 나와 심장이 뛰기 시작
눈앞 보이게 돼 손 뻗어 너를 나는
잡아야만, 잡아야만

[Chorus]
빌었어 누군지도 모를 널 만나게 해달라고
영원히 너를 사랑할 수 있다면
내 모든 것을 내려놓을 수도 있을 거만 같아
영원히 산들바람 속에 웃고 있을 수만 있다면
내 모든 것을 포기할 수 있을 것 같아
영원히
(Forever ever and ever ever)
영원히
(Forever ever and ever ever)
영원히
(Forever ever and ever ever)
빌었어 누군지도 모를 널 만나게 해달라고","159.962","0.444","0.635","-11.772","0.758"
"Damn! (Feat. Black Nut)","NO:EL","1fkgcLWZQkLzFBrm1TAx0z","[Verse 1: NO:EL]
Rapper들 반 이상은 못하니 rap
이 님이랑 television에 탔네 한배
Rapper들 반 아니 백 다 해라 건배
내 이 븅신들이랑 get money top 100
Rapper 아니 귀때기 좆박은 얘네
덕택에 돈 보여주라 7, god damn it
Rapper 아니 그래 반년 쉬었더니
내 16이 오르가즘이래 빡 때리지
Boom, 바로 나의 등장, ouu
투, 뱉어 계급장, fool
Brr, 3류 아마추어 flow
또 내 clone 가져다가 붙인 hip-hop crew
피리 Suwoncity copy 하지 소리
가짜 새끼 flow 가져다 빌림 언제까지
우린 이미 다른 city, copy 하기를 이거까지
우리들은 다 이미 구림, 처먹어라 Bon appetit

[Hook: NO:EL]
Pour some, 비켜, spotlight 챙겨
18년 rock on'em, god damn it (빌어먹을)
Pour some, 비켜, spotlight 내꺼
10년 더 rock on'em, god damn it (빌어먹을)
내 rap, god damn it, 내 Raf, god damn it
Fact check, god damn it, god damn it (빌어먹을)
내 rap, god damn it, 내 Raf god damn it
Fact check, god damn it, god damn it (빌어먹을)
내 rap, god damn it, 내 Raf, god damn it
Fact check, god damn it, god damn it (빌어먹을)
내 rap, god damn it, 내 Raf, god damn it
Fact check, god damn it, god damn it (빌어먹을)

[Interlude: Black Nut]
누가 우리 용준이 건드려, 어떤 시발 새끼야, 일로 와
Indigo, JM

[Verse 2: Black Nut]
Okay, god damn it
갓대웅은 부었네 간때기
갔대 맛탱이, 닥쳐, 빨어, 내 막대기
너네 오빠 싸대기 앞에 난 박세리
다 제껴, 니 할애비 과거처럼 나는 앞잽이 (Uh)
Rap so tight like 이국주 란제리
I wanna get ice on me, 마치 박대기
Rap 하지 말래, 고작 했다고 딸 얘기
걔 이제 rapper 아니니 딴 얘기 (Uh)
Ice on my wrist 대신 팔에 수갑 둘러
팔을 묶음 뭘 해? 내 머리 끈 풀린 불독
억을 벌다가 올핸 못 건졌어 한 푼도
봐, 난 다 걸고 탄다고 내 flow (ay)
Fuck your rapper, 난 걍 계속 깔래, 마치 박재범 웃통
NO:EL, Black Nut, 합정에서 매일 해, 운동
곧 홍대로 출동해서
Deep throat처럼 조여 rapper들 숨통
번 돈 다 뺏겼어
법원 가 개겼어, 나 혼자만 rapper (Ay)
안 쫄려, 덤벼, what?
'YG 해결사' 내 변호사 별명 (Ay)
걘 계속 감성만 팔구
어쩌라고 듣고 자란 Eminem만이 내 변명 (Ay)
밥줄 다 끊겨도 내 할 말해
최고가 못 되면 차라리 될래 난 최악이
Rap 하면 할수록 느끼는 하나
그냥 한국은 졸라 큰 딤채 (Whoo)
성숙은 개뿔, 걍 너넨
갈수록 숙성 돼가는 김치's (Okay)
못 되나 봐 나는 Beenzino
뭘 해도 걍 쟤네 눈에 난 미친놈 됐어
걍 내 식대로 해서 다 밀치고
MC들 중의 MC 될래
마치 쇼미 김진표, bitch

[Hook: NO:EL]
Pour some, 비켜, spotlight 챙겨
18년 rock on'em, god damn it (빌어먹을)
Pour some, 비켜, spotlight 내꺼
10년 더 rock on'em, god damn it (빌어먹을)
내 rap, god damn it, 내 Raf, god damn it
Fact check, god damn it, god damn it (빌어먹을)
내 rap, god damn it, 내 Raf god damn it
Fact check, god damn it, god damn it (빌어먹을)
내 rap, god damn it, 내 Raf, god damn it
Fact check, god damn it, god damn it (빌어먹을)
내 rap, god damn it, 내 Raf, god damn it
Fact check, god damn it, god damn it (빌어먹을)","99.977","0.948","0.566","-2.962","0.204"
"Dumb","NO:EL","4c6aB1I4DOSweH2DXaqefZ","[Hook: Chip]
Boy, you ain't hard about me?
Anytime I'm in the building I go D-U-M-B
Dumb, dumb, dumb, uh uh
So what you say mothefucker, huh?
You ain't heard about me?
Anytime I'm in the building I go D-U-M-B
Dumb, dumb, dumb, dumb
So what you say motherfucker?

[Verse 1: Chip]
I go dumb on this niggas, I go dumb on this hoes
I'm a smart motherfucker going dumb with the blunts
I go dumb on the verse, montego dumb on the beat
I got your girl in the booth she going dumb on the knees
Go against me is you being dumb
I live the silent, like the b in dumb
The track is the blunt I'm just sparking it up
I'm the best period it's that time of the month
I'm looking out of the suite like yeah I camе from the block
I'm going dumb with this last real niggas I got
I'm going dumb on the mic, thеy going dumb on the pots
Different stove same fire what we're cooking it hot
I said a couple niggas hate, but women show me love
If I die having fun, just bury me in the club
Hahaha what's my name? C-H-I-P
You can catch me in your city going D-U-M-B
Let's go!

[Hook: Chip]
What, you ain't hard about me?
Anytime I'm in the building I go D-U-M-B
Dumb, dumb, dumb, uh uh
So what you say mothefucker, huh?
You ain't heard about me?
Anytime I'm in the building I go DUMB
Dumb, dumb, dumb, dumb
So what you say motherfucker?

[Verse 2: BoB]
I go dumb with my funds
My money dumber than blunts
I go to Amsterdam for good, they go to London for fun
I got a bad British, she say I'm second tonight
I'm cut it off in her lung and yeah nigga still I come
She say love the way I talk
She going on where I'm from
I'm a say the cater where the neighbors
Even when I'm from your crumbs
And if It's painful to be me then I' trying get some
I'm talking ball us, but I'm [?]
The Rolex with the [?]
Smoke droke by the feel, I'm talking go post to go post
I'm so blow I'm in slow moe
I'm [?] but some dope hoes
If it ain't then she grand [?]

[Hook: Chip]
Boy, you ain't hard about me?
Anytime I'm in the building I go D-U-M-B
Dumb, dumb, dumb, uh uh
So what you say mothefucker, huh?
You ain't heard about me?
Anytime I'm in the building I go DUMB
Dumb, dumb, dumb, dumb
So what you say motherfucker?","113.589","0.395","0.697","-13.58","0.876"
"I'm gone","NO:EL","4Ka1Xvh5Xpl5gaqyB44xg2","[Intro]
Always doing the same thing, same thing, same thing, ah (Same)
The same
Same thing
The same
The same
The same
The same thing
The same, try to— (
I woke up
)

[Verse 1]
I die five times
I die just right
Make me pay for fucking up the rest of your life
Nice, nice, nice, nice-

[Verse 2]
Strobe death my way
Caught in the flash and I'm gone
And I'm gone
And I'm gone
(The dark world we hide, run, run, run)

[Verse 3]
Roadkill highway
Next to last day
Hit the concrete
All new life after you hit delete
Please!

[Verse 4]
Altered species
I'll be your nightmare

[Bridge]
(
I woke up, all I could taste was blood
)
I got in over my head
White noise, problem solver death
My life, fodder like the rest
My spite is all that I have left

[Outro]
Last try
Last try
Last try
Last try","95.596","0.205","0.515","-13.385","0.314"
"Ride or die","NO:EL","3Iay0tjEzlUJxrmZf5UR5R","난 혼자 걸어
넌 또 내 뒤에 있어 Oh
I'm drunk as fuck
To have a talk
Let it fade away
나 두다리를 떨어도
예쁜 미소를
잃지 않는 너
I’m high as fuck
To feel this realities
Run away
24/7 with these painkillers let me drown
I'm feelin lowlow
3시 반
24/7 with you me my self and I
I'm feelin loco
Girl just let me
Ride or die with you
너를 다시 한 번만
돌려줄 수 있다면
Ride or die with you
그때를 다시 한 번만
돌려줄 수 있다면
Girl let me ride with you
밤이다 지나갈 때까지
Girl let die with you
몸이 태워져 없어질 때까지
Ride or die with you
모든 걸 다시 한 번만 돌려줄 수 있다면
일이 틀어지면 날 떠나보내 주라 저 멀리
못난 이 새낄 사랑한 내 바보에게 쓰는 편지
마지막 그 앞에서
우리 애써 웃어봐도 Tough shit
사는 게 참 애석하게도 Aint got no option
24/7 with these painkillers let me drown
I’m feelin lowlow
4시 반
24/7 with you me my self and I
I'm feelin loco
Girl just let me
Ride or die with you
너를 다시 한 번만
돌려줄 수 있다면
Ride or die with you
그때를 다시 한 번만
돌려줄 수 있다면
Girl let me ride with you
밤이다 지나갈 때까지
Girl let diе with you
몸이 태워져 없어질 때까지
Ride or die with you
모든 걸 다시 한 번만
돌려줄 수 있다면
24/7 with thesе
Let me drown
고요한 밤
365 with you me my self and I
I'm feelin loco
Girl just let me
Ride or die with you
너를 다시 한 번만
돌려줄 수 있다면
Ride or die with you
그때를 다시 한 번만
돌려줄 수 있다면
Girl let me ride with you
밤이다 지나갈 때까지
Girl let die with you
몸이 태워져 없어질 때까지
Ride or die with you
모든 걸 다시 한 번만
돌려줄 수 있다면","141.973","0.602","0.878","-5.161","0.964"
"Flower (Feat. Benzamin)","NO:EL","50w1OKviRH6Mgf7JiQ0DkB","[Verse]
They say you want love
You're  like an evil flower that the cattle will crush
As  you walk on by
They say you don't bleed
You're like an evil flower that the cattle will crush
As  you walk on by

[Refrain]
Evil  flower
Evil flower

[Instrumental]

[Interlude]
Evil  flower
Evil flower
Evil flower

[Instrumental]

[Refrain]
Evil flower
Evil  flower
Evil flower
Evil flower
Evil flower

[Verse]
They say you want love
You're like an evil flower that the cattle will crush
As you walk on by (Evil flower)
They say you don't bleed
You're like an evil flower that the cattle will crush
As you walk on by (Evil flower)
That the cattle will crush
As you walk on by (Evil flower)
That the cattle will crush
As you walk on by (Evil flower)
That the cattle will crush
As you walk on by (Evil flower)
That the cattle will crush
As you walk on by (Evil flower)

[Outro]
Evil flower
Evil flower
Evil flower
Evil flower","196.78","0.361","0.486","-7.682","0.5"
"Cold winter (Prod. GRIO)","NO:EL","05rtraXV60p22qXHmy2Agu","[Chorus: october]
(I poured my heart out to you
And now I'm bleeding)
Do you really think that I need help?
I hate to ask but there's no one else
Doin' drugs all by myself
But I don't have Narcan on my shelf
Do you really think that I need help?
I hate to ask but there's no one else
Doin' drugs all by myself
But I don't have Narcan on my shelf

[Post-Chorus: october]
I think I love
My pills
More than you
I think I love
My pills
Through and through
I think I love
My pills
More than you
I think I love
My pills

[Bridge: vasthearts]
Tear through my skin and grab my heart
Don't wanna ever be apart

[Verse: vasthearts]
Do you even really want me?
I've been tryna figure out
I pull the blade through my skin
This medication knocks me out
You know I'm really sorry
Don't even know what I'm talking about
It's all in my head
Don't even try to help me now
Do you even really want me?
I've been tryna figure out
I pull the blade through my skin
This medication knocks me out
All these drugs in my system
Don't try to give me Narcan now
I know you never cared
So just get rid of it","160.017","0.359","0.719","-10.807","0.617"
"FML (Fuck My Life)","NO:EL","2qyMzR8K97gkb28IX8DAWv","[Verse 1]
Nice to know ya (Nice), even better to see (Oh yeah)
Misses Florida, mysterious as me (Yeah)
California (Cali'), you can't compare the two (No, no, no)
Been there, did that, this a tap, like, what are we supposed to do?
And you say

[Chorus]
Say you want fun, take it on me
Nobody want a problem, FL or I die about ya
Say you need sun, we'll hit Lamoraga, lay next to the water
Miss Florida, I'll ride about ya, die about ya, oh

[Bridge]
City on a leash, I compete with nobody
Come to me if you want it
Ca peche copy, I'm on it
I feel FL, I feel FL

[Verse 2]
Like it's a long vacation, Sunday to Saturday
Some days I get away
And the next, you convince me to stay here with you
I been here ever since you'd say
One location, one place unlike the same
One day I'll get away
And the next, I believe I could stay here with ya
I'll be there whenever you say

[Chorus]
Say you want fun, take it on me
Nobody want a problem, FL or I die about ya
Say you need sun, we'll hit Lamoraga, lay next to the water
Miss Florida, I'll ride about ya, die about ya, oh","150.046","0.797","0.555","-2.265","0.159"
"asteroid (Feat. MELOH)","NO:EL","2r2v5xpRJe4hdAdC8FRHeB","[Intro: femtanyl]
(Try, try, try, try, try)
(Go-go-go-go—)

[Chorus: astrid]
I been doin' way too much, kissin' on the cuts
Throwin' up blood in the back of the club
Tweakin' off the drugs, hidin' from the sun
Fiendin' for the smut
I don’t think I'll ever be enough, kissin' on the cuts
Throwin' up blood in the back of the club
Tweakin' off the drugs, hidin' from the sun
Fiendin' for the smut

[Verse 1: astrid]
Can we keep it on the low right now? Lights out
Told her, ""Baby, pipe down, no sound""
It's a total blackout, pop out
I'ma tear the house down, strike out

[Refrain: femtanyl]
What if I see you?
What if I see you?
What if I see you?
I think I'm ready to blow

[Chorus: astrid]
I been doin' way too much, kissin' on the cuts
Throwin' up blood in the back of the club
Tweakin' off the drugs, hidin' from the sun
Fiendin' for the smut
I don’t think I'll ever be enough, kissin' on the cuts
Throwin' up blood in thе back of the club
Tweakin' off the drugs, hidin' from thе sun
Fiendin' for the smut (
Shut up!
)

[Break: femtanyl]
What if I see him?
I can't believe it
No pain to see you
You will not let me get away
I put my hand on the snow
Where skin once was there is not anymore
I think I'm ready to blow
My brains into the snow that's underneath you

[Verse 2: astrid]
She sayin' that she sick of my shit
I don't take critique from a bitch
Seeping from my wrist to the floor
Cold light leaking from the door
Razor wrapped in tissue, give a little more
Turn into a product, feelin' like a whore
Yeah, I'm drunk as fuck, can we just fuck?
Girls like me get addicted to the gore
So pathetic and intense, right?
That’s why I don't have, like, any friends, right?
That’s why I've been late to evening plans, right?
Shorty, I been up late, howlin' at the moon
Didn't even rise 'til about noon
You don't wanna see me in a bad mood
Take a lil' bite if I have to
Stack the fuckin' bodies, gettin' ran through

[Refrain: femtanyl]
What if I see you?
What if I see you?
What if I see you?
I think I'm ready to blow

[Chorus: astrid]
I been doin' way too much, kissin' on the cuts
Throwin' up blood in the back of the club
Tweakin' off the drugs, hidin' from the sun
Fiendin' for the smut
I don’t think I'll ever be enough, kissin' on the cuts
Throwin' up blood in the back of the club
Tweakin' off the drugs, hidin' from the sun
Fiendin' for the smut

[Bridge: astrid]
I could never give you what you want
Hollow insides, caving in my lungs
Hiding in my bedroom, covered in blood
Venom slowly leakin' from the cut-cut-cut-cut-cut-cut—
I could never give you what you—

[Outro: femtanyl]
I don't say shit, I get money
I can't change shit, I get something
Defacing, I shoot nothing
Defensive, I get funding
Get funding
Get-get-get, g-g-get, get funding
Funding
Funding","116.947","0.158","0.391","-16.180999999999994","0.175"
"You (Feat. DON MALIK)","NO:EL","5vAq7vqh9HUPR5LHPFTI68","When one is lonely the days are long;
You seem so near
But never appear
Each night I sing you a lover's song;
Please try to hear
My dear, my dear
REFRAIN:
Someday I'll find you
Moonlight behind you
True to the dream I am dreaming
As I draw near you
You'll smile a little smile;
For a little while
We shall stand
Hand in hand
I'll leave you never
Love you for ever
All our past sorrow redeeming:
Try to make it true
Say you love me too
Someday I'll find you again
Can't you remember the fun we had?
Time is so fleet
Why shouldn't we meet?
When you're away from me days are sad;
Life's not complete
My sweet, my sweet
Ref again","82.591","0.31","0.505","-10.423","0.34"
"Alone","NO:EL","24WiM4edp2j6Jm4cqDEWGs","나는 외톨이야
불쌍해 보여 넌 뭔데
나는 외톨이야
혼자였었지 난 원래
가는 사람 마다마다
지나가는 사람마다
오늘 하루만 내 곁에
난 외톨이야
집어쳐 희망 가득한
동화 속 얘기들은 의미 없어
혼자 남아있기 위해 너를 빼지
삐까번쩍 미러볼
나 정반대인 넌 나의 baby
오늘 밤 난 기어코 만취 우
하루를 망침
어디에도 어울릴 수가 없는가 봐요
하늘은 파랗게 왜 그래 재수없게
행복은 오묘하게 날 피해가나 봐요
하늘은 까맣게 다가와 매섭게
나는 외톨이야
불쌍해 보여 넌 뭔데
나는 외톨이야
혼자였었지 난 원래
가는 사람 마다마다
지나가는 사람마다
오늘 하루만 내 곁에
나 난 외톨이야
지긋지긋해
더이상 묻지 말아줄래
넌 비웃겠지
그게 더 맘 편해 이젠
사랑 마다마다
지나가는 사람마다
언제쯤 올까 내 곁에
난 나 외톨이야
가시밭길을 굴러 내 몸 성치 않아도
꿇은 적은 없어
그때 다시 날 돌아가게 해준대도
너와 나 형 오 그건 두 번 다신 없어
반듯하게 자란 한 송이 꽃이 돼
나 날아 그런 것들은 꿈이었던 거지
이제는 나는 안 거지
내 뭉치들 cling clanc
길에다가 던져
어디에도 어울릴 수가 없는가 봐요
하늘은 파랗게 왜 그래 재수 없게
행복은 오묘하게 날 피해가나 봐요
하늘은 까맣게 다가와 매섭게
나는 외톨이야
불쌍해 보여 넌 뭔데
나는 외톨이야
혼자였었지 난 원래
가는 사람 마다마다
지나가는 사람마다
오늘 하루만 내 곁에
나 난 외톨이야
지긋지긋해
더이상 묻지 말아줄래
넌 비웃겠지
그게 더 맘 편해 이젠
사랑 마다마다
지나가는 사람마다
언제쯤 올까 내 곁에
난 나 외톨이야
오늘만은 날 내버려둬 두세요
아직 풀지 못한 고민들 때문에 머린 헤롱
아무것도 그 누구도 이해하지 못한데도
괜찮아요 원래 그랬던 대로 나만 외롭
다 그렇잖아요 모두 아퍼 또 넘 괴로워
오늘만은 우리들의 친구가 되어줄래요
지옥 같은 밤의 끝 아침에 도착해 난 매일
여기 이 자리에 남아있어
난 외톨이야","79.964","0.617","0.523","-7.76","0.0868"
"Bad!","NO:EL","35E5leD1ASxuoiqkObSEAk","Uncut
Piano got keys whatever you need
Everything has been dragging
Cause the way you acting
I still think that you need
Practice behind hella action
You always seem to change around them hoes
Then gone turn around and act like you don’t know
If them chicks you entertaining
Give you satisfaction
Then don’t try to come my way
You want this interaction
You be acting like
You sure you wanna be with me
You gone have to pick a side
Cause I ain’t afraid to leave

I tried to leave a thousand times
But I just can’t get enough
Lately I’ve done heard a thousand lies
But I’m standing here hitting you up

It’s all bad
But you gotta go
Bet not walk out that door, yeah
But you gotta go

It’s all bad
Bad
It’s all bad
Bad
It’s all bad
Bad
Bet not walk out that door
Oh no

Baby I was tripping
Where we bout to eat
Westin or the Ritz
Where we bout to sleep
You really got me in my feelings
And you got me weak
You got me going crazy
And it’s plain to see

I tried to leave a thousand times
But I just can’t get enough
Lately I’ve done heard a thousand lies
But I’m standing here hitting you up

It’s all bad (yea, yea, yea, yeah)
But you gotta go
Bet not walk out that door, yeah
But you gotta go

It’s all bad (yea, yea, yea, yeah)
Bad
It’s all bad
Bad
It’s all bad
Bad
Bet not walk out that door
Oh no

Oh no
Bad
You bet not walk out that door
Walk out that door
Oh no","82.56","0.624","0.561","-7.44","0.559"
"Immature","NO:EL","5skNVWTumifJA4RNVB6Xj9","[Verse 1]
Uh
You seen me moving on, I bet you was salty
You think ‘bout Target when you working at Aldi’s
I know you hate to see another bitch on me

[Pre-Chorus]
So immature, so immature
You so immature, you so immature
You don’t want no one else but me
You thought that I would never leave, oh no

[Chorus]
I’m yo’ favorite ex, wish you farewell though
I know that you wish we could still fuck on the low
I’m yo’ favorite ex, you can’t let me go
Know that you wish we could fuck on the-

[Verse 2]
You made the wrong choice, you starting to regret
That new nigga dick so wack, got you upset
I be up on my shit, I’m starting to flex
I be up on my shit, you see how I flex
Yеah, you really failed the tеst
I seen yo’ other option, can’t compare me to the rest
I hit it with no hoody on, you say it feel the best, yeah
You say it feel the best, yeah

[Pre-Chorus]
(So immature, so immature)
(You so immature, you so immature)
You don’t want no one else but me
You thought that I would never leave, oh no

[Chorus]
I’m yo’ favorite ex, wish you farewell though
I know that you wish we could still fuck on the low
I’m yo’ favorite ex, you can’t let me go
Know that you wish we could fuck on the-

[Bridge]
You said, “It’s all for us”
You said, “It’s all for love”
You say, “It’s all ‘cause the drugs”
You say that you wish you was sober
Did it all for us
Did it all for love
You say, “It’s all ‘cause the drugs”
You say that you wish you was sober

[Chorus]
I’m yo’ favorite ex, wish you farewell though
I know that you wish we could still fuck on the low
The low, the low","94.027","0.507","0.716","-11.073","0.7070000000000001"
"Celebration (Prod. By Minit) (Feat. Jhnovr)","NO:EL","5JSsQNaAVNYAmjZex0jC4X","[Verse 1: NO:EL]
이번 여름의 열기는 뜨거웠고
내 두 번째 가족들은 다 부자 벌어 like a uh
마지막 겨울을 보내고 있지 난 곧 졸업
하고 다음 년의 drop top 불가사리 위 flexing 이건
구라가 아니지 뻥도 아니고 바보야
속된 말로 내 인생 개쩔어 기분 최고야
사장님이 말해 ""내 새끼 뭘 해도 되고 막""
Shout out to Loco형, 윙가르디움 레비오우사
이제 내 앞에 니가 있어
6개월의 고생 니 어깨 위에 다 털어야겠어
막지 못해 우리 눈앞엔 이제 아무것도
18년 동안 쌓은 마일리지 한 계절에 pour
보고 듣고 알고 따지지도 말아
파파라치 카메라 flash 셔터 소리 찰칵
나 같은 새끼로 사는 새끼가 내 새끼
새끼 말고 네 번째 가락에 믿어주기 바람

[Chorus: Jhnovr]
Celebration all day, 기분 내자 밤새
We party like a star, yeah, on it
Celebration all day, 마음껏 즐겨 이 순간을
Forever young yeah My life's a fame (kick dat)
Forever young yeah My life's a fame (kick dat)
Forever young yeah My life's a fame (kick dat)

[Verse 2: NO:EL]
환호성이 터져 나와 여기저기로
Tony Montana, 빡시게 번 다음에 adios
시마이치고 싶어 서울은 탁하니까
새 택은 뜯은 채로 입어 내가 다 살라니까
왤케 다 꼬치 캐물어 니가 대신 살랍니까 내 생
아 댁은 대체 누구 절대 안 판답니다
한자리나 꿰바라 이 꼰대 팔랑귀야
Party we celebrate 아무것도 늴리리야
Woo, yeah, red boys, okay
Cozyboys, Indigo 잔을 들어 건배
Woo, yeah, red boys, okay
Cozyboys, Indigo 철 안 들어 평생
Woo, yeah, red boys, okay
Cozyboys, Indigo 잔을 들어 건배
Woo, yeah, red boys, okay
Cozyboys, Indigo 철 안 들어 평생

[Chorus: Jhnovr]
Celebration all day, 기분 내자 밤새
We party like a star, yeah, on it
Celebration all day, 마음껏 즐겨 이 순간을
Forever young yeah My life's a fame (kick dat)
Forever young yeah My life's a fame (kick dat)
Forever young yeah My life's a fame (kick dat)","120.763","0.782","0.857","-5.633","0.899"
"Runaway","NO:EL","4IVw40uflefuvuvU4zHH2c","You stabbed me dead in the heart
Girl I tried to numb that pain but I got scars
And you gone tell me to forget about it

But how can I forget this when when you
You have my heart
You have my heart

I swear I wish I could run away (Run away)
Find somewhere to get away (Get away)
From all your love
Eh from all your love

I swear I wish I could run away (run away)
Find somewhere to get away (get away)
From all your love
From all your love

Cause this shit is scary

It got me deeper than thee ocean
I’m lit-er than a flame you got me open
Girl you got me stuck you got mе frozen
Loving you in ways I thought I couldn’t

And now you saying you don’t know about us
When I den told thе whole world about us
I was fighting for love but you gave it right up
I miss the times when you was hooked on us
But now

I swear I wish I could run away (run away)
Find somewhere to get away (get away)
From all your love
From all your love

Say now
Say now
Ehhhh

I swear I wish I could run away (run away)
Find somewhere to get away (get away)
From all your love

Say now","118.849","0.924","0.81","-12.636","0.872"
