"title","artist","spotify_id","lyrics","bpm","energy","danceability","loudness","valence"
"XXL","Keem Hyo-Eun","5Tym9X0OrYDhWLqX2X5qEa","[Verse 1: 김효은]
나이만 쳐 먹은 래퍼들이 진지해
이 어린 놈의 침대가 토해 젖비린내
그 위 쌓인 돈 냄새나 맡고 질식해
재미로 네 똥 차도 뺏을 거야, GTA (skrt)
눈에 띄니 치어버려, uh
네가 죽치고 있어 이 게임 안에
차라리 The Quiett 제외 shut the fuck up
제외 내가 떠받드는 몇 명, 더 방심하다 쳐 맞지 uppercut
너는 아냐 병신아, 좆까, 짜릿해, 콜라
지 얘긴지 몰라, 숨겨 와사비 초밥
Deepflow, 농담, 내가 그의 목발
Fuck your 도발, 다시 그의 총알이 돼버려, 빵

[Hook: Deepflow]
내 step two, four에 맞춰 걸어, 걸어
38 배기팬츠처럼 헐렁, 헐렁
Boom bap, kick, snare, neck breaker, breaker
꺾어, 꺾어, 이제 다 고개 꺾어, 꺾어, yeah
이건 XXL
I break ya break ya neck
이건 XXL
다 고개 꺾어, 꺾어, yeah
이건 XXL
I break ya, break ya neck
이건 XXL

[Verse 2: 김효은]
파도 타고 휩쓸러 가, 팔목인 양 꺾이라고
판돈은 쥘 수 있겠냐? 판 돈은 너네 요양비
팝콘이나 사 먹던지 (yeah)
이쯤에서 나도 터져버린 다음 튀
Lie, lie, lie, lie, lie, 내 속옷 안에 두 개쯤은 더 있다고 bomb
예쁜이가 덤비니 잠 못 이루는 밤
다 이뤄버리고 이거 그냥 내 거 팜
Ay, ay, 그래 봤자들 못 감당해, uh
두려워나 해라 산사태, uh, 꼿꼿이 세워 내 발사대, uh
돼줄 일은 없지 빵빠레, uh, 이미 준비 됐냐, 혹시 cake?
발버둥 쳐봤자 오리배, fuck it, 돈이나 더 내놔
내 거북선 party 안 태워 썅 노인네

[Hook: Deepflow]
다 고개 꺾어, 꺾어, yeah
이건 XXL
I break ya, break ya neck
이건 XXL
다 고개 꺾어, 꺾어, yeah
이건 XXL
I break ya, break ya neck
이건 XXL

[Verse 3: Dok2]
Reppin’ Illi-ambition, we gettin em money
자, microphone check 하나, 둘
TV에 누가 또 나와서 지리는 척하니 랩 한다고?
내가 나오면 다 burrow, 네 마이크나 버려, 빨리 내놓으라고
래퍼란 놈들 다 귀여운 척 아님 예쁜 짓 여길 다 배려놨군
니들이 여기서 깔보는 효은인 적어도 가짜 힙합은 안 해
난 쇼미더머니 그딴 거 보지 않아, 누가 나오든 간에
TV 안에 잘 나가봤자 현실에선 다들 어딜 가니?
목에 힘 빡 주고 머리 컸던 니들 요즘 밥은 챙겨 먹고 사니?
Audemars on my wrist iced, tennis chain on my neck cost
여기 상금보다 큰 내 장신구들과 내 옷
네가 누구든 간에 늘 엿 먹으란 태도
불국사 바로 내 고향, 다음 집은 저기 west coast

[Hook: Deepflow]
내 step two, four에 맞춰 걸어, 걸어
38 배기팬츠처럼 헐렁, 헐렁
Boom bap, kick, snare, neck breaker, breaker
꺾어, 꺾어, 이제 다 고개 꺾어, 꺾어, yeah
이건 XXL
I break ya, break ya neck
이건 XXL
다 고개 꺾어, 꺾어, yeah
이건 XXL
I break ya, break ya neck
이건 XXL","98.807","0.7040000000000001","0.935","-5.157","0.682"
"sweet dreams","Keem Hyo-Eun","2Wxkr0aeY7JjLDUW3FfpFh","내 꿈은 날아가 저 멀리 다른 행성
그래, 마치 일론 머스크의 로켓처럼
모두가 잠이 든 시간에 몰지, Tesla
정처 없이 내달리다 보니 어느덧 새벽녘
다가갈수록 더욱 멀어져 만 가는 Star
나는 결코 그 별을 놓치지 않을 것
기억해 사실 그 별은 우리 안에 있다는 걸
닿을 것이라 했던 믿음은 Touch the sky
손에 쥘수록 내 욕심은 커져가
동시에 느끼게 되는 이런 허전함
어쩌면 놓친 게 더 많으니
그저 곁에 남은 이 하나 없이
마음을 이끄는 밝은 빛을 따라만 가는 길
결국 그 모든 걸 이루고 말 거야 해가 뜨기도 전에
꿈에서 깨라는 알람 소리를 듣기도 전에
이렇게 그냥 잠에 들기도 뭐해
Sweet dreams, baby, sweet dreams
꿈들은 천장 위의 모빌처럼 빙빙
사라질까 두려워 잠 못 드는 긴 긴 밤
이 노래는 너를 비추는 달빛 아래
Good night kiss
Sweet dreams, baby, sweet dreams
꿈들은 천장 위의 모빌처럼 빙빙
사라질까 두려워 잠 못 드는 긴 긴 밤
이 노래는 너를 비추는 달빛 아래
Good night kiss
삼키고 삼켜 속에 있는 게 뭐든 간
아직 갈 길 멀어서 주머니엔 조급함
달콤함은 늘 무성했지 소문만
설탕 얹으려고 땀으로 해 소금 간
Work, work, work, Rihanna
뭘 들었던 Fxxx what you heard 미안하지만
너의 의견은 된 적 없어 도움이
Ay, yo, I know what I do man, oh, please
고민은 돈을 타고 왔다 가 버려 돈을 타고
숨 차는 시간 속 난 보물 찾아
조금만 더 조금만 더 기도하지 바다 위에서
꿈이란 청새치를 낚아올리기 위해서
잠자며 꾸는 꿈은 금방 사라져
난 일어난 다음 현실에 잡아둬
돌아가는 길은 까먹은 지 오래
다 거머쥔 손엔 망설임만 찾아볼 수 없네
You know
Sweet dreams, baby, sweet dreams
꿈들은 천장 위의 모빌처럼 빙빙
사라질까 두려워 잠 못 드는 긴 긴 밤
이 노래는 너를 비추는 달빛 아래
Good night kiss
Sweet dreams, baby, sweet dreams
꿈들은 천장 위의 모빌처럼 빙빙
사라질까 두려워 잠 못 드는 긴 긴 밤
이 노래는 너를 비추는 달빛 아래
Good night kiss
Sweet dreams, baby","186.044","0.664","0.221","-5.242","0.101"
"love ?","Keem Hyo-Eun","5wLR61x054XpOnYM6SOaIy","잘 모르겠어 이젠 누굴 만난다는 게
마음보단 머리가 먼저 반응해
나눈 대화들은 희미해져 흩어져 가는데
그저 좋기만 하던 때와는 확연히 다르네
모두 사랑을 원해 그건 나도야
근데 그게 뭔지 몰라 정말로 알고파
안갯속 안대로 눈을 가린 채
찾고 다니는 거 같아 날 채워줄 수 있는 만족감
인정할게 나 좋아하는 거 잘 못해
잘나가는 거 같다가도 뭔가를 잘못해
근데 서툴다는 말은 싫어 변명 같아서
그냥 그 정도로 좋지는 않았다고 해
그러면서 후회는 꼬리처럼 살랑이며 뒤따라와
잡지도 못 할 과거의 일들이 잇따라
나타나 자기 전 나 혼자 누워 있는 침대에
이불을 발로 차봤자 옆자리는 빈 채
I don't need love
Even I don't need you (Hoo, oo, oo)
But I'm looking for love
(But I'm looking for love)
있으면 좋고 없음 말고
그러니 시간 낭비 말고 (Oh, oh, oh, oh)
이젠 나가줘 Baby
일하러 가야 될 시간이야 Baby
너도 알잖아 사랑 아닌 걸 (사랑 아닌 걸)
남들이 볼 땐 우린 남인 걸 (우린 남인 걸)
그냥 잊어줘 Baby
마주쳐도 못 본척해 Baby
그냥 짓궂은 장난인 걸 (짓궂은 장난)
I swear I never fall in love
Baby, 너에게는 주지 못해 love
어쩌면 다야 그동안의 몸이 나눈 정
이 불장난에 시시한 감정은 태워 Burn
결국 재처럼 이 노래뿐일 테니 남는 건
그저 지금처럼 이렇게 아주 가끔씩
서로의 빈자리를 채우면 돼 가득히
외롭지 않아 너와 함께라면
아득히 먼 이 밤의 끝을 향해 가는 길
그런 우리를 비춰주는 저 달빛 아래
서로를 향한 둘만의 무대는 시작돼
그 자체로 예술인 지금의 우리 관계에
굳이 필요할까 아름다운 Finale?
너는 나의 몸에 불을 켜지 버너
허나 내 심장은 여전히 차갑게 얼어
우리 사이를 말하자면 필요 없지 언어
단지 어서 내 몸 위를 거슬러 올라와 연어
I don't need love
Even I don't need you (Hoo, oo, oo)
But I'm looking for love
(But I'm looking for love)
있으면 좋고 없음 말고
그러니 시간 낭비 말고 (Oh, oh, oh, oh)
이젠 나가줘 Baby
일하러 가야 될 시간이야 Baby
너도 알잖아 사랑 아닌 걸 (사랑 아닌 걸)
남들이 볼 땐 우린 남인 걸 (우린 남인 걸)
그냥 잊어줘 Baby
마주쳐도 못 본척해 Baby
그냥 짓궂은 장난인 걸 (짓궂은 장난)
I swear I never fall in love","107.948","0.684","0.759","-5.751","0.759"
"square one","Keem Hyo-Eun","3KH1JQyHrB3boJpEVRsV1q","기억해, 그 시작은 16년
스물넷에 내 평생의 꿈을 이루며
이제부터 내가 들려줄 테니 귀 기울여
어쩌면 조금은 뻔한 이야기부터
눈 앞에 도끼와 더 콰이엇
내게 일어난 현실이 맞나, 과연?
얼마 할까, 이 Rolex 시계 가격보다도
의심한 것 같아, '내가 될까, 자격이?'
상관없었지 계약했잖아, 일리네어
그게 나 같은 래퍼들에게 무얼 의미해?
동시에 우리나라 최고들과 비비기에는
내가 가진 것들이 매우 초라하고 시시해 보였어
마치 내 첫 앨범처럼 My ambition
그 야망은 빛을 보지 못했지만
고맙게도 저 조명은 나를 비춰
창모, 해쉬는 잘나가고 있었지
다만 그 뒤를 따라가려고 하니 너무 지쳤어
Rapstar life
전 세계를 돌아다니며 잡은 Mic
그녀들과 지새웠던 수많은 밤들
그렇게 영화는 행복했던
짧은 찰나의 순간들로 내렸지 막을
내게는 없었지 다음 시나리오
알았어, 날린 후에
7년이란 기회비용
그러니 부디, 말릭
어서 이 비트 위에 기록해
아직 이야긴 많이 남아있어
마치 마틴 스콜세지
Show must goes on
얻어맞아도 피 발자국 남기는 코좀
또 속는 셈 치고 아직 못 본 성공으로
다들 놀래켜, '저 xx 랩하는 거 좀 보소'
고통을 돈통으로 바꿀 수 없음 넌 그냥 보통
내 사전엔 면허 앞에 말곤 못 찾지 도통
그저 두들겨서 연 걸 보고 배워
컨테이너에서 뱉던 래퍼의 엔터테인 섭외 Call
GONZO
신화 같은 이야기
닳도록 읽은 바이블
성경만큼 팔리진 않았을지라도
실화임을 부정할 수 없어
내 믿음을 만든 차이점
그래, 맞아 난 함께 전설이 되려 여기 와있어
필름은 돌아가 효은이 형과의 투 샷
찾아, 노다지
49ers, 금 나와라 뚝딱
뚝딱, 드럼으로 들려
또 써내려 금방 떠올린
순간 꺼내 머릿속 금은방에서
관심은 없지 5 stars 평점 따위는
마음속의 별을 따라서 걸어가지 늘
내 이야기는 남아있어 적어 다시금
적어도 다시는 너 자신이
그 빛을 비추는 존재임을 잊지 말아 줘
이 노래도 어쩌면
던말릭의 시작과 나의 끝의 접점이라고 생각했지
허나 나 역시도 저 먼 길을 돌아
결국 다시 출발선에
Back to square one
시작은 서초구 강남 서쪽
저 빌딩 위 회색 컨테이너 박스에 교포
래퍼들 그 옆 꼬마 머리는 Cornrows
장스 가짜 쇠 목걸인 알러지, 곧 또
히딩크와 월드컵, 다 옷들 시뻘건
무법인 거리 누비며 다 모두가 Turnt up
Mnet 방송국 대기실 안 저쪽
비싸게 입은 열다섯 살 형들은 몇 년 후
태양과 GD, 난 홍대에서 Thunder
열여섯 살의 열정 년의 다섯 개 던져
이소룡의 법칙, 난 만 시간을 먼저
채웠을 뿐, 99% 노력 위 다 얹어
내 스페인 피 몇 방울 My Spanish caliente
Teaming up
With my South Korean dreams started dancing
Let me get my strawberry acai, prolly venti
I'mma get it poppin' dolo on the stage
Charlie Chaplin
첫 인종차별, 다섯 살
안 겪어 본 놈 몰라
시끄럽게 나서 살긴 싫어 조용하던 아이
MBTI 시작은 E 아닌 I, level 100
내 맘 어지간히 들지 않는 한, 말 잘 안 섞지
래퍼라는 놈들 랩으로 놀래킨 적 언제? Huh
재능 없는 놈만 하지 견제
전쟁 같은 삶을 견뎌낸 영광의 상처
Post-traumatic stress, I can't sleep
That's the cousin of death
If it wasn't for rap, ain't none of this happened
So, love it or hate it
I'm sticking with my stories and plan
I chase my dream no clout 그건 어렸을 때나
하지만 돌이킬 수 없지 꿈을 버렸을 땐
Back to square one","100.883","0.511","0.629","-12.269","0.546"
"Baby","Keem Hyo-Eun","09LGaJUKYfSHvq7Q6b0bts","[Chorus: Keem Hyo Eun]
내 맘 알아줘 baby
널 위해 노래 부르며 밤 샜지
난 이미 모든 준비가 다 됐지
넌 그냥 내 손을 잡으면 돼
그냥 그러면 돼
오래 걸렸어 baby
나 땜에 많은 눈물 흘렸겠지
이젠 나와 같은 꿈을 꾸겠니
그저 날 네 품에 안으면 돼
그냥 그러면 돼
너는 그거면 돼

[Verse 1: Keem Hyo Eun]
너 없이는 내 방안은 어두워
어서 와 내 맘을 훤히 밝혀줘
한 번 더 내게 사랑을 알려줘
아니 이번엔 어쩜 내 차례야
너는 있어주면 돼 내 곁에만
난 네게 별로 할 말이 없지만
이렇게라도 노래를 불러
화려한 조명이 나를 애워
자기 여전히 내 맘엔 비가 내려
근데 너마저 내 맘을 몰라주면
그런 너마저 내 곁을 떠난다면

[Chorus: Keem Hyo Eun]
내 맘 알아줘 baby
널 위해 노래 부르며 밤 샜지
난 이미 모든 준비가 다 됐지
넌 그냥 내 손을 잡으면 돼
그냥 그러면 돼
오래 걸렸어 baby
나 땜에 많은 눈물 흘렸겠지
이젠 나와 같은 꿈을 꾸겠니
그저 날 네 품에 안으면 돼
그냥 그러면 돼
너는 그거면 돼

[Verse 2: ZENE THE ZILLA]
그래, 그거면 난 돼 baby
어려운 건 부탁 안 해, 내 입이
무심코 널 말하곤 씩 웃어
어두웠던 내게 와준 넌 싱그러움
Woo, 널 볼 수 없게 돼버린 후에
해봐야 무슨 소용이 있겠냐만은 후회
여전히 난 궁금해
너의 하루에 다시 자리가 있을지
못 잊어, 그 밤 고개
말해줄래 내게, 그동안은 어땠어?
너땜에 쓴 이 노랠 불러, 채워줘 객석
오늘 밤은 나와 같은 꿈을 꾸겠어

[Chorus: Keem Hyo Eun]
내 맘 알아줘 baby
널 위해 노래 부르며 밤 샜지
난 이미 모든 준비가 다 됐지
넌 그냥 내 손을 잡으면 돼
그냥 그러면 돼
오래 걸렸어 baby
나 땜에 많은 눈물 흘렸겠지
이젠 나와 같은 꿈을 꾸겠니
그저 날 네 품에 안으면 돼
그냥 그러면 돼
너는 그거면 돼","116.103","0.147","0.655","-14.409","0.328"
"Sailing Boat","Keem Hyo-Eun","28LXvrD3H6zb9Mfv7L5ZOx","[Chorus: Keem Hyo Eun]
마치 바다 위 난 돛단배야 baby
내 맘속엔 파도가 치잖아, yeah, yeah
그 어디로 흘러갈지 몰라, yeah, yeah
이미 많은 눈물도 흘렸잖아
네게로 향한 난 돛단배야 baby
내 맘속엔 비바람 불잖아, yeah, yeah
그 어디로 흘러갈지 몰라, yeah, yeah
어서 너의 품 속에 나를 담아

[Verse 1: Keem Hyo Eun]
못 뺏어가 날 네게서
악마들이 밤새 창문에 드리워
곁에 너를 두고 이렇겐 못 디져
코로나가 왔어도 난 억은 벌어
부디 내 손을 놓지는 말아줘
나는 하루 수백 번도 흔들려
그 속에서도 난 널 그려
어쩌면 바다 깊이 잠기겠지
아무것도 난 할 수는 없겠지
때가 됨 의사 전화가 오겠지, oh
그 누구도 나를 외면하겠지
내가 이대로 죽길 바랄 테니
그 전에 내가 먼저 너를 해치워

[Chorus: Keem Hyo Eun]
마치 바다 위 난 돛단배야 baby
내 맘속엔 파도가 치잖아, yeah, yeah
그 어디로 흘러갈지 몰라, yeah, yeah
이미 많은 눈물도 흘렸잖아
네게로 향한 난 돛단배야 baby
내 맘속엔 비바람 불잖아, yeah, yeah
그 어디로 흘러갈지 몰라, yeah, yeah
어서 너의 품 속에 나를 담아

[Verse 2: 뱃사공]
내가 돌아갈 때까지 너는 나를 품에 담아
나 홀로였던 만큼 해줄 말이 많아
걔가 너를 대신해도 나 지금은 참아
이 파도가 꺼질 때까지 난 여기 남아
수백 번 깨지고 다시 배워
더 외롭게 돛단배에 나를 태워
눈이 감기려 할 때 파도는 나를 때려
허전한 맘을 rhyme으로 채워, yo
나를 잊지 말어 절대
너는 나를 놓지 못해
이 파도가 나를 높게
태울 때 너를 지켜볼게
홀로 외로워도 go way
이대로 멈추는 건 no way
나를 잊지 말어 절대
너는 나를 놓지 못해

[Chorus: Keem Hyo Eun]
마치 바다 위 난 돛단배야 baby
내 맘속엔 파도가 치잖아, yeah, yeah
그 어디로 흘러갈지 몰라, yeah, yeah
이미 많은 눈물도 흘렸잖아
네게로 향한 난 돛단배야 baby
내 맘속엔 비바람 불잖아, yeah, yeah
그 어디로 흘러갈지 몰라, yeah, yeah
어서 너의 품 속에 나를 담아","143.86700000000005","0.309","0.374","-9.887","0.33"
"grow up","Keem Hyo-Eun","2LpRnqs9IwKMI8RdYFZF4s","저리들 좀 비켜
내가 시작할 때는 겉절이들도 치워
이제라도 제일 주인공이 되고 싶어
돌려, 시뮬레이션
아저씨처럼 거울 속에 내 모습을 비춰
그 바리깡은 마이크
되찾아야 했지 순수함이라는 아이
그렇게 우리나라 정상의 별들 사이
유독 찬란하게 빛을 내는
지금의 바로 내 모습을 기억해
Honestly 그것이 나의 마지막 별빛이
어쩌면 될 수도 있겠지
물론 이 바닥에 나이 마흔까지
끌고 다니고 싶지 않아 힙합바지
단지 놀고 싶은 거야 나이에 맞게
어른이 되어도 나는 언제나 힙합하지
세월 지나면 잊혀질 핫바지로 가 아닌
영원한 너희의 빅 파파지
증명해야 될게 너무도 많아
이 비트 역시 죽여야 한다고 생각했지
초심에 돌아가 간절함을 뱉지
더 늦는다면 그 간절함은 객기
다시 불태우는 열정과 패기
어줍잖은 어린놈들 못 둬 개기게
원한다면 Battle 보여주지 level
부를 찌워 체급은 더구나 Heavyweight
Everyday I chasing
I can't be catched (Woo)
Tell 'em my fams
I get paid in a second
Like I said it (like I said it)
In a second
내 이마에 주름 잡힐수록 주름잡아
Don't flex on 번데기
Oh my god
철없는 아이처럼 사고 쳐도 돼, 뭐 어때
(너희 나잇값)
어차피 랩도 나잇값도 너넨 다 못해
(너흰 몰라, 인마)
너네 다 내 나이 돼도 Never, 내가 못돼
(Oh my god)
애xx, 어른 xx 전부 제대로 챙기질 못해
Kill the hook like Peter Pan
매일 바뀌어 팅커벨
Fly boy 아저씨 돼도
날아다녀 Business class
While you bxxching in the net
매주 다른 도시 Stage
환전은 까먹은 채로 탔어
다음 공연 향한 내 비행
이 xx들 Pull up 한다더니
느려 해외 배송 보다 더
코빼기도 안 보여 x밥들
변기에 키스하며 몸 떠느라 Brr
너희 엄마 또 운다 또르르
변명 안 통해 이젠 No, no, no
You only live once but 얼라들
얼라라 하는 사이 청춘 지나가
너 나이 먹고 뭐 할라고, Bruh?
애들처럼 놀고 벌인 어른보다 위
틀니 맞춘 다면 박아 얼음도 같이
머리 어깨 무릎 발 현금 보따리
너는 못 사지 털어봐라 저금통까지
화폐 전쟁 속에 넌 동전을 논하지
말이 안 통해 그냥 보여줄 테니까
좀 매, 아가들과 아저씨 아가리 싹
너희 다 너무 싸구려야 나잇값, bxxch
Everyday I chasing
I can't be catched (Woo)
Tell 'em my fams
I get paid in a second
Like I said it (like I said it)
In a second
내 이마에 주름 잡힐수록 주름잡아
Don't flex on 번데기
Oh my god
This sxxx like fine wine
반대로 먹지 너희 나이완
(너희 나잇값)
긴장과 이완
알고 있어 양쪽 Side 다
(너흰 몰라, 인마)
돈에 대해 생존에 대해 알고 싶으면 보고 배워
(Oh my god)
With knees bent
경건히 예배를 올리도록 해 이 교회에
나잇값 못 하는 xx들이 꽤 많아
난 시간을 금으로 치환해 계산하지
그 어떤 파티보다 화려할 내 제삿밥
배아픔 듣지마 듣지마 듣지마","100.568","0.486","0.638","-9.985","0.402"
"city light","Keem Hyo-Eun","1UCoIhGIA2aeyQk64ho2G7","별들은 빛이 나지 밤에
나 역시 때를 기다리며 들지 못해 잠에
어쩌면 닿을지 모를 저 밤 하늘 무대 아래
우리는 저마다의 불빛을 찬란하게 수놓지
That's the city light (city light)
어둡고 외로운 도시에 서로를 의지하지
우리는 저마다의 불빛을 찬란하게 수놓지
That's the
밤이 깊어지는지도 모른 채로
머릿속의 별들을 꺼내서 하나둘 곡을 채워
지구에 내려 온 우주를 전시해 이 노랜
노란색 가로등 켜질 때 끄덕여 네 고개
That's the city light 날파리가 꼬이는
덮인 어둠에 외로워 삼삼오오 모이는
멀리서 혼자 견디는 너에게도 보이는
그런 깜깜한 도시에 혼자가 아니란 소식들
떠난 너의 인스타 게시물 땜에 심란한 잠자리에
뒤척이다 적막 대신에 이 음악이 자리해
어디 연락하긴 늦어 혼자 이렇게 이야기해
이럴 때일수록 시간이 가는 건 달팽이 같기에
자고 일어나면 그만일까 싶은 적도 한두 번
안 아프겠지 생각한 적도 모든 걸 관두면
우리 모두 새까만 핀 조명 쳐진 무대 위에
반사돼 반짝이는 금은보환 두 눈에 깊게
That's the city light (city light)
어둡고 외로운 도시에 서로를 의지하지
우리는 저마다의 불빛을 찬란하게 수놓지
That's the
That's the city light (city light)
Yes, in the night, yuh
나 몰래 어느새 찾아오는 밤에
불을 켜줘 환하게
저 낮보다 더 밝게
주황색 조명 마치 노을
이 밤이 시작되고 나는 결코 그 끝을 놓을 수 없어
지금 이 순간 내 앞에는 Microphone
다시는 어둠 속에 두지 않아 홀로
가까이 놓지 내 진심이 닿을 거리에
부디 이 노래가 울려 퍼지게 거리에
혹시 날 기다렸던 팬들은 어디에
대답 없는 이 정적이 싫어 누른 플레이 버튼
밤새 흘러 비트는 돌 듯 쳇바퀴
찾고 있어 복잡한 머릿속 라임들의 행방
더는 나를 물들게 냅두지 않지 Bad vibes
어쩌면 내 목숨을 팔아 지불했던
그 대가로 채운 Rolex watch
손목에 박아놓은 Shooting stars
그리 비싸지 않아 그것이 나의 꿈이면
삶이라는 영화 속 오늘도
이 밤의 주인공이 아니라면
다음 Scene을 위해 이만 자야겠어, cut
That's the city light (city light)
어둡고 외로운 도시에 서로를 의지하지
우리는 저마다의 불빛을 찬란하게 수놓지
That's the
That's the city light (city light)
Yes, in the night, yuh
나 몰래 어느새 찾아오는 밤에
불을 켜줘 환하게
저 낮보다 더 밝게","75.176","0.0494","0.1009999999999999","-27.584","0.0339"
"hip_hop_","Keem Hyo-Eun","19yxkg8Zm33knJr8EfNG1y","살아 있길 잘했단 말을 공감할 수 있겠어?
몇 해 전의 난 말해, '그걸 어떻게 믿겠어'
'어쩜 날 미워하고 계신 걸지도, 신께서'
소귀에 경, 정신병자에게 성경이 뭔 의미겠어
야, Get money, fxxx the system and break the law
백날 좋은 걸 봐도 더 와닿는 건 분노
억울하고 지겨워, 이니 미니 마니 모
오지 않는 순서 기다려왔지 이미 많이도
뻘짓 할 시간에 벌러 가야겠어, 돈
감정보다 비싸지 야망을 향한 내 손목
싸구려는 싫어해 난 안 하지 취급도
관심 안 둬 삼 개월 뒤엔 잊혀질 그 이름표
더 짙어지는 톤 그림을 채워 나가
꿈꾸던 거기와 눈높일 맞출람 배워야만 하지
이 바닥의 논리, 또 바닥치고 올라가는 법
바닥 칠 후회를 줄게 날 몰라봤던 너에게
끝을 보기 전에 못가
목줄 말고 발로 뛰어 만나 Most high
두 눈 안에 담아둔 걸 향해 쫓아
Let 'em know mufxxxers, we don't stop
어쩌면 끝에 이미 도착
허나 내가 서야 할 곳은 훨씬 높아
벼랑 끝에서 보란 듯이 날아올라
Let 'em know mufxxxers, we don't stop
살아있길 잘 했단 말을 공감할 수 있겠어?
죽음을 노래했지 누가 가장 가슴을 찢겠어?
결국 의사에게 아픈 엄마의 가슴을 찢게 했어
이제는 살아가야 해 적어도 그녀를 위해서
이 세상 가장 위에서
새겨 My name, 저 하늘 위에
지금은 아냐 나를 데려갈 때
그렇게 멀지 않게
끝이 보이던 삶의 언저리
다다랐을 즈음에 거의 억지로 눈을 떴지
꿈은 그제서야 깨
꿈이라고 인지해버리는 경지
살아있음을 감사함에 보이는 이 경치
다시는 하지 않아 저 우울의 늪으로 번지
오히려 이 노래를 통해 내 목숨 하나 더 벌지 Uh
나를 결국 죽이지 못했지 이 정신병
보란 듯 여전히 그 자리에 우뚝 서 있어
마치 내 휴대폰 배경 속 엠파이어 스테이트
너의 천국 안에 살면 돼
끝을 보기 전에 못가
목줄 말고 발로 뛰어 만나 Most high
두 눈 안에 담아둔 걸 향해 쫓아
Let 'em know mufxxxers, we don't stop
어쩌면 끝에 이미 도착
허나 내가 서야 할 곳은 훨씬 높아
벼랑 끝에서 보란 듯이 날아올라
Let 'em know mufxxxers, we don't stop
Yeah, we don't stop, 어, 어
All I see is go sign, 어, 어
₩ sign, 고 사이에 또 쌓인 어, 어, 어딜 가던
내 턱 밑에 새긴 말은 World is ours
Yeah, we don't stop, 어, 어
All I see is go sign, 어, 어
₩ sign, 고 사이에 또 쌓인 어, 어, 어딜 가던
내 턱 밑에 새긴 말은 World is ours","104.616","0.906","0.823","-6.106","0.5870000000000001"
"her","Keem Hyo-Eun","4I0ANQsYmQNQtlNcZFeN7o","[Chorus]
내 머릿속에서 떠나
사라지라고 개년아
할 생각은 없어 대화
너 때문에 나는 화나
후회가 되지도 않아
니가 와서 나를 안아
내 심장은 깨져 너를 찔러 버리고 말아
나는 다시 그녀에게로 (나를 다시 그녀에게로)
나는 다시 그녀에게로 (나를 다시 그녀에게로)

[Verse]
너 때문에 나는 좆 됐어
이제는 시발 병원에 다녀
나는 내 얼굴을 반쯤 가려
세상 소리는 좆도 안 들어
저 x들 웃음소리가 여기까지 들려
이제는 안 도망쳐
나는 너희의 기대를 망쳐
그리고 결국 노래 만들어
너에게 들리길 바라
너는 내가 죽길 바라
내가 미치 길 바라는
의사도 앞에 있잖아
내가 아프기는 지랄
그저 원한다고 사랑
술에 취해 나 오늘 밤에는
자고 싶어 쟤랑 (Woo, woo)
너에게 들리길 바라
너는 내가 죽길 바라 (Woo, woo)
내가 아프기는 지랄
그저 원한다고 사랑

[Chorus]
내 머릿속에서 떠나
사라지라고 개년아
할 생각은 없어 대화
너 때문에 나는 화나
후회가 되지도 않아
니가 와서 나를 안아
내 심장은 깨져 너를 찔러 버리고 말아
나는 다시 그녀에게로 (나를 다시 그녀에게로)
나는 다시 그녀에게로 (나를 다시 그녀에게로)","82.067","0.394","0.665","-11.567","0.499"
