title,artist,spotify_id
Numbers of Cases (Feat. CHANGMO) (Prod. Way Ched),D.Ark,7vOV2q2fHxvrREUtiYrkXx
잘 지내(Bye),D.Ark,2iSS8MPXXYpcU9tpf1vVfZ
生각,D.Ark,2GMdVOCHW8oDFaSRJBqcGs
가지마 (STAY) (Feat. twlv),D.Ark,4u6fUvTUB2C0MKdxJBjAyI
COUGH,D.Ark,0hGHIRvjNYWinBm2rpuROk
바람펴서 미안해(SHE'S GONE)(Feat.BE'O),D.Ark,6gngIgMFMnbUMSX1mdZ2K9
미성년자 (UNDERAGE),D.Ark,0isB6zzQ0n7Aw8Wwq0aSLF
SCUM (Feat. Moon Sujin),D.Ark,6p3Y4007fbyXPTbVW0nxfe
잠,D.Ark,6WG2W94TmO97VsVdpn1duc
TAUGHT ME HOW TO LUV (feat. Jhnovr),D.Ark,0x6lh2FFlx2D3lH633fFyH
SLUTT WANT HOE,D.Ark,162VE85rm7zQbFJM6yJMuH
1010(天天) (feat. TRADE L),D.Ark,6JpUDIXviQtSSjNv1XDfJA
AFTER 00 (feat. JI HYEON MIN & OSUN),D.Ark,05ikARyEu2jIVBJW9g20UA
너랑 비슷한 사람(A Similar To You),D.Ark,30Z11MVcauHViOgMqvvmWJ
취기에,D.Ark,0MrVXA7NPvJib1tJC866et
아침,D.Ark,1uTDYTjySenBx9vqjXgfuy
김우림(金雨霖),D.Ark,1j5uAP4deNnDWyrkyxSxMM
트랩중딩 (Feat. The Quiett),D.Ark,1jnIupjubdxk8YQ5wLnF7k
FXXK,D.Ark,28eJPMwdECzZsdsIAN7Qj8
SHE'S GONE(feat. BE'O),D.Ark,6QAhK5nwE4T9xKoTeS3SFh
