step,epoch,loss,grad_norm,learning_rate
10,0.022050716648291068,3.6286,0.8243960738182068,0.0001986784140969163
20,0.044101433296582136,3.6339,0.9177959561347961,0.0001972099853157122
30,0.06615214994487321,3.6727,1.0115045309066772,0.00019574155653450808
40,0.08820286659316427,3.5984,1.2256505489349365,0.00019427312775330396
50,0.11025358324145534,3.6685,0.948183000087738,0.00019280469897209988
60,0.13230429988974643,3.6216,1.0069864988327026,0.00019133627019089574
70,0.1543550165380375,3.5923,0.9118101000785828,0.00018986784140969165
80,0.17640573318632854,3.6189,0.9746612310409546,0.00018839941262848751
90,0.19845644983461963,3.4955,1.1029103994369507,0.00018693098384728343
100,0.2205071664829107,3.652,1.1296969652175903,0.0001854625550660793
110,0.24255788313120177,3.4575,0.8862819671630859,0.0001839941262848752
120,0.26460859977949286,3.5364,0.9279099106788635,0.0001825256975036711
130,0.2866593164277839,3.3645,1.1100783348083496,0.00018105726872246698
140,0.308710033076075,3.5428,0.9755833148956299,0.00017958883994126287
150,0.33076074972436603,3.5419,1.0015285015106201,0.00017812041116005875
160,0.3528114663726571,3.3303,1.0048404932022095,0.00017665198237885464
170,0.3748621830209482,3.6668,0.9590191841125488,0.00017518355359765053
180,0.39691289966923926,3.5247,0.9253563284873962,0.00017371512481644642
190,0.4189636163175303,3.4166,1.1076555252075195,0.0001722466960352423
200,0.4410143329658214,3.6147,0.8866791129112244,0.0001707782672540382
210,0.46306504961411243,3.3954,0.9110572338104248,0.00016930983847283408
220,0.48511576626240355,3.4336,1.1086621284484863,0.00016784140969162997
230,0.5071664829106945,3.6137,0.9848538041114807,0.00016637298091042585
240,0.5292171995589857,3.4139,0.8904238939285278,0.00016490455212922174
250,0.5512679162072768,3.5103,0.951577365398407,0.00016343612334801763
260,0.5733186328555678,3.6392,1.2650768756866455,0.00016196769456681352
270,0.5953693495038589,3.5715,0.9063822627067566,0.0001604992657856094
280,0.61742006615215,3.2507,0.977979302406311,0.0001590308370044053
290,0.639470782800441,3.5185,0.876308798789978,0.00015756240822320118
300,0.6615214994487321,3.556,0.9794952273368835,0.00015609397944199707
310,0.6835722160970231,3.4594,0.90983647108078,0.00015462555066079296
320,0.7056229327453142,3.4756,0.9828578233718872,0.00015315712187958884
330,0.7276736493936052,3.3285,1.027265191078186,0.00015168869309838473
340,0.7497243660418964,3.4084,0.9452152252197266,0.00015022026431718062
350,0.7717750826901875,3.5089,1.038987159729004,0.0001487518355359765
360,0.7938257993384785,3.3085,0.8674005270004272,0.0001472834067547724
370,0.8158765159867696,3.5064,0.9749836325645447,0.00014581497797356828
380,0.8379272326350606,3.4563,0.9515455961227417,0.00014434654919236417
390,0.8599779492833517,3.4979,1.0783774852752686,0.00014287812041116006
400,0.8820286659316428,3.3713,1.0589532852172852,0.00014140969162995597
410,0.9040793825799338,3.5321,1.0857155323028564,0.00013994126284875183
420,0.9261300992282249,3.5447,1.0841373205184937,0.00013847283406754775
430,0.948180815876516,3.5469,1.1406099796295166,0.0001370044052863436
440,0.9702315325248071,3.5767,1.079595923423767,0.00013553597650513952
450,0.9922822491730982,3.5131,1.0059722661972046,0.00013406754772393538
460,1.0132304299889747,3.3913,1.0171434879302979,0.0001325991189427313
470,1.0352811466372658,3.4321,0.9925560355186462,0.00013113069016152716
480,1.0573318632855568,3.4265,1.257765531539917,0.00012966226138032307
490,1.079382579933848,3.3539,1.062098741531372,0.00012819383259911893
500,1.101433296582139,3.4569,1.40419602394104,0.00012672540381791485
510,1.12348401323043,3.4764,1.1277695894241333,0.00012525697503671074
520,1.145534729878721,3.5141,1.1677051782608032,0.00012378854625550662
530,1.1675854465270121,3.1282,1.0630688667297363,0.0001223201174743025
540,1.1896361631753032,3.324,1.0818959474563599,0.0001208516886930984
550,1.2116868798235942,3.351,1.0969452857971191,0.00011938325991189427
560,1.2337375964718853,3.3682,1.1251912117004395,0.00011791483113069017
570,1.2557883131201764,3.452,1.2384849786758423,0.00011644640234948605
580,1.2778390297684674,3.4546,1.077698826789856,0.00011497797356828195
590,1.2998897464167585,3.2502,1.0827527046203613,0.00011350954478707782
600,1.3219404630650495,3.2965,1.1750953197479248,0.00011204111600587372
610,1.3439911797133406,3.3963,1.807273507118225,0.0001105726872246696
620,1.3660418963616316,3.3157,1.1257672309875488,0.0001091042584434655
630,1.3880926130099227,3.3265,1.0663018226623535,0.00010763582966226137
640,1.4101433296582138,3.3486,1.0954176187515259,0.00010616740088105727
650,1.432194046306505,3.2909,1.1880145072937012,0.00010469897209985315
660,1.454244762954796,3.514,1.1462836265563965,0.00010323054331864905
670,1.4762954796030872,3.1944,1.2077499628067017,0.00010176211453744494
680,1.4983461962513782,3.5387,1.2432152032852173,0.00010029368575624082
690,1.5203969128996693,3.433,1.4410337209701538,9.882525697503671e-05
700,1.5424476295479603,3.2386,1.3269981145858765,9.73568281938326e-05
710,1.5644983461962514,3.3728,1.27265202999115,9.588839941262849e-05
720,1.5865490628445424,3.3164,1.2468347549438477,9.441997063142438e-05
730,1.6085997794928335,3.3381,1.2622774839401245,9.295154185022028e-05
740,1.6306504961411246,3.445,1.2266604900360107,9.148311306901616e-05
750,1.6527012127894156,3.2474,1.3105145692825317,9.001468428781205e-05
760,1.6747519294377067,3.3976,1.155893325805664,8.854625550660794e-05
770,1.696802646085998,3.3306,1.3400822877883911,8.707782672540383e-05
