step,epoch,loss,grad_norm,learning_rate
10,0.0881057268722467,14.6906,1.7447034120559692,0.00019605263157894737
20,0.1762114537444934,14.6276,2.3051438331604004,0.00019166666666666667
30,0.2643171806167401,14.2101,2.0679640769958496,0.00018728070175438597
40,0.3524229074889868,13.9041,2.2171671390533447,0.00018289473684210528
50,0.44052863436123346,14.3217,1.9525405168533325,0.00017850877192982458
60,0.5286343612334802,13.8729,2.3258914947509766,0.00017412280701754385
70,0.6167400881057269,14.08,1.8811650276184082,0.00016973684210526318
80,0.7048458149779736,14.0926,2.2662124633789062,0.00016535087719298246
90,0.7929515418502202,13.6565,2.1688032150268555,0.00016096491228070176
100,0.8810572687224669,13.9745,2.2885642051696777,0.00015657894736842106
110,0.9691629955947136,14.3862,2.3501360416412354,0.00015219298245614036
120,1.052863436123348,13.3386,2.312161445617676,0.00014780701754385966
130,1.1409691629955947,14.0434,2.293414831161499,0.00014342105263157894
140,1.2290748898678414,13.4761,2.4701240062713623,0.00013903508771929824
150,1.3171806167400881,13.6484,2.454258680343628,0.00013464912280701757
160,1.4052863436123348,13.6029,2.64577317237854,0.00013026315789473685
170,1.4933920704845816,13.8314,2.721233606338501,0.00012587719298245615
180,1.5814977973568283,13.7245,2.7988691329956055,0.00012149122807017544
190,1.6696035242290748,13.7339,2.8733904361724854,0.00011710526315789474
200,1.7577092511013217,13.6361,2.493250608444214,0.00011271929824561404
210,1.8458149779735682,13.7939,3.123396158218384,0.00010833333333333333
220,1.9339207048458151,13.276,2.701543092727661,0.00010394736842105264
230,2.0176211453744495,12.882,2.637556552886963,9.956140350877193e-05
240,2.105726872246696,13.5498,2.6969804763793945,9.517543859649123e-05
250,2.193832599118943,13.6492,2.633981704711914,9.078947368421054e-05
260,2.2819383259911894,13.3846,2.850299835205078,8.640350877192982e-05
270,2.3700440528634363,13.6445,3.1729438304901123,8.201754385964913e-05
280,2.458149779735683,13.0997,3.119143009185791,7.763157894736843e-05
290,2.5462555066079293,13.3878,2.7387354373931885,7.324561403508772e-05
300,2.6343612334801763,13.2757,3.170623302459717,6.885964912280702e-05
310,2.7224669603524227,13.5935,2.8456058502197266,6.447368421052632e-05
320,2.8105726872246697,13.4215,3.0587079524993896,6.0087719298245616e-05
330,2.898678414096916,13.6862,3.2527716159820557,5.570175438596491e-05
340,2.986784140969163,13.2408,3.2696187496185303,5.131578947368422e-05
350,3.0704845814977975,12.5352,3.0949909687042236,4.6929824561403515e-05
360,3.158590308370044,13.3329,2.9584767818450928,4.254385964912281e-05
370,3.246696035242291,13.4999,3.127810001373291,3.815789473684211e-05
380,3.3348017621145374,12.9969,2.953504800796509,3.377192982456141e-05
390,3.4229074889867843,12.9813,3.1349525451660156,2.9385964912280706e-05
400,3.511013215859031,13.2241,3.0425376892089844,2.5e-05
410,3.5991189427312777,13.6676,2.9595119953155518,2.06140350877193e-05
420,3.6872246696035242,13.1399,3.5492100715637207,1.62280701754386e-05
430,3.7753303964757707,13.2042,3.0690042972564697,1.1842105263157895e-05
440,3.8634361233480177,13.2499,3.130605459213257,7.456140350877193e-06
450,3.951541850220264,13.7258,2.89892578125,3.070175438596491e-06
