step,epoch,loss,grad_norm,learning_rate
10,0.022050716648291068,3.609,0.8110190629959106,0.00019920704845814978
20,0.044101433296582136,3.6198,0.9361845850944519,0.0001983259911894273
30,0.06615214994487321,3.6717,0.9762970805168152,0.00019744493392070484
40,0.08820286659316427,3.6058,1.1948261260986328,0.0001965638766519824
50,0.11025358324145534,3.6673,0.9411214590072632,0.00019568281938325992
60,0.13230429988974643,3.6088,1.0075715780258179,0.00019480176211453745
70,0.1543550165380375,3.5928,0.9180713295936584,0.000193920704845815
80,0.17640573318632854,3.6202,0.9731736779212952,0.00019303964757709253
90,0.19845644983461963,3.5056,1.1006410121917725,0.00019215859030837006
100,0.2205071664829107,3.6406,1.1151570081710815,0.00019127753303964758
110,0.24255788313120177,3.4378,0.8835080862045288,0.0001903964757709251
120,0.26460859977949286,3.5298,0.9307340979576111,0.00018951541850220264
130,0.2866593164277839,3.3559,1.083433985710144,0.0001886343612334802
140,0.308710033076075,3.5377,0.9494955539703369,0.00018775330396475772
150,0.33076074972436603,3.5372,0.9980729818344116,0.00018687224669603525
160,0.3528114663726571,3.323,0.9787624478340149,0.0001859911894273128
170,0.3748621830209482,3.6704,0.9302890300750732,0.00018511013215859033
180,0.39691289966923926,3.5197,0.9078280925750732,0.00018422907488986785
190,0.4189636163175303,3.4095,1.0718222856521606,0.00018334801762114538
200,0.4410143329658214,3.6098,0.8544281125068665,0.00018246696035242294
210,0.46306504961411243,3.4013,0.8979584574699402,0.00018158590308370044
220,0.48511576626240355,3.4294,1.0820261240005493,0.00018070484581497796
230,0.5071664829106945,3.6029,0.9485793709754944,0.00017982378854625552
240,0.5292171995589857,3.4211,0.8972322344779968,0.00017894273127753304
250,0.5512679162072768,3.5011,0.9222738146781921,0.00017806167400881057
260,0.5733186328555678,3.636,1.192350149154663,0.00017718061674008813
270,0.5953693495038589,3.5765,0.8777943253517151,0.00017629955947136565
280,0.61742006615215,3.238,1.0021686553955078,0.00017541850220264318
290,0.639470782800441,3.5119,0.8518437743186951,0.00017453744493392073
300,0.6615214994487321,3.5396,0.9648600816726685,0.00017365638766519826
310,0.6835722160970231,3.4558,0.8939253687858582,0.0001727753303964758
320,0.7056229327453142,3.476,0.9669519066810608,0.00017189427312775332
330,0.7276736493936052,3.3257,1.0164622068405151,0.00017101321585903084
340,0.7497243660418964,3.4012,0.9323409199714661,0.00017013215859030837
350,0.7717750826901875,3.504,1.014778733253479,0.0001692511013215859
360,0.7938257993384785,3.3179,0.8643463850021362,0.00016837004405286345
370,0.8158765159867696,3.503,0.9502032399177551,0.00016748898678414098
380,0.8379272326350606,3.4503,0.9384008646011353,0.0001666079295154185
390,0.8599779492833517,3.504,1.067009687423706,0.00016572687224669606
400,0.8820286659316428,3.3757,1.0179929733276367,0.0001648458149779736
410,0.9040793825799338,3.5434,1.0455955266952515,0.00016396475770925111
420,0.9261300992282249,3.5454,1.0620226860046387,0.00016308370044052864
430,0.948180815876516,3.5355,1.1092969179153442,0.00016220264317180617
440,0.9702315325248071,3.5755,1.0487806797027588,0.0001613215859030837
450,0.9922822491730982,3.5063,0.9879317879676819,0.00016044052863436122
460,1.0132304299889747,3.4018,1.0012179613113403,0.00015955947136563878
470,1.0352811466372658,3.4303,0.966845691204071,0.0001586784140969163
480,1.0573318632855568,3.4095,1.254982590675354,0.00015779735682819383
490,1.079382579933848,3.3454,1.0599497556686401,0.00015691629955947139
500,1.101433296582139,3.425,1.3852393627166748,0.0001560352422907489
510,1.12348401323043,3.4674,1.1105293035507202,0.00015515418502202644
520,1.145534729878721,3.5181,1.1311919689178467,0.000154273127753304
530,1.1675854465270121,3.1328,1.0329958200454712,0.0001533920704845815
540,1.1896361631753032,3.3083,1.0667593479156494,0.00015251101321585902
550,1.2116868798235942,3.3384,1.0697535276412964,0.00015162995594713658
560,1.2337375964718853,3.3552,1.1068090200424194,0.0001507488986784141
570,1.2557883131201764,3.4355,1.2037619352340698,0.00014986784140969163
580,1.2778390297684674,3.447,1.0318489074707031,0.00014898678414096916
590,1.2998897464167585,3.2439,1.0522258281707764,0.0001481057268722467
600,1.3219404630650495,3.2816,1.1594736576080322,0.00014722466960352424
610,1.3439911797133406,3.3978,1.8253612518310547,0.00014634361233480177
620,1.3660418963616316,3.3142,1.1321207284927368,0.00014546255506607932
630,1.3880926130099227,3.332,1.0491751432418823,0.00014458149779735685
640,1.4101433296582138,3.3443,1.0902799367904663,0.00014370044052863437
650,1.432194046306505,3.2854,1.1763169765472412,0.0001428193832599119
660,1.454244762954796,3.5099,1.1151387691497803,0.00014193832599118943
670,1.4762954796030872,3.2112,1.177181363105774,0.00014105726872246696
680,1.4983461962513782,3.5299,1.218702793121338,0.0001401762114537445
690,1.5203969128996693,3.4249,1.4053863286972046,0.00013929515418502204
700,1.5424476295479603,3.2335,1.3205537796020508,0.00013841409691629956
710,1.5644983461962514,3.3593,1.2809065580368042,0.0001375330396475771
720,1.5865490628445424,3.3141,1.2122716903686523,0.00013665198237885465
730,1.6085997794928335,3.3305,1.163818597793579,0.00013577092511013217
740,1.6306504961411246,3.437,1.1826064586639404,0.0001348898678414097
750,1.6527012127894156,3.2557,1.2830450534820557,0.00013400881057268723
760,1.6747519294377067,3.3716,1.116844654083252,0.00013312775330396475
770,1.696802646085998,3.3316,1.3134400844573975,0.00013224669603524228
780,1.718853362734289,3.1446,1.1772409677505493,0.00013136563876651984
790,1.74090407938258,3.4771,1.3077480792999268,0.00013048458149779736
800,1.7629547960308711,3.3157,1.1526702642440796,0.0001296035242290749
810,1.7850055126791622,3.4439,1.3024542331695557,0.00012872246696035244
820,1.8070562293274532,3.2345,1.03596031665802,0.00012784140969162997
830,1.8291069459757443,3.538,1.3696467876434326,0.0001269603524229075
840,1.8511576626240354,3.3296,1.2601598501205444,0.00012607929515418503
850,1.8732083792723264,3.2372,1.1244224309921265,0.00012519823788546258
860,1.8952590959206175,3.201,1.1796207427978516,0.00012431718061674008
870,1.9173098125689085,3.3091,1.2523598670959473,0.0001234361233480176
880,1.9393605292171996,3.3558,1.1585265398025513,0.00012255506607929516
890,1.9614112458654906,3.2474,1.1342699527740479,0.00012167400881057269
900,1.9834619625137817,3.3785,1.2754181623458862,0.00012079295154185022
910,2.0044101433296584,3.2833,1.1197997331619263,0.00011991189427312777
920,2.0264608599779494,3.1276,1.462228775024414,0.0001190308370044053
