step,epoch,loss,grad_norm,learning_rate
10,0.022050716648291068,3.6126,0.8029876351356506,0.00019920704845814978
20,0.044101433296582136,3.6224,0.9621223211288452,0.0001983259911894273
30,0.06615214994487321,3.6719,0.985014021396637,0.00019744493392070484
40,0.08820286659316427,3.6067,1.12025785446167,0.0001965638766519824
50,0.11025358324145534,3.6656,0.9786326289176941,0.00019568281938325992
60,0.13230429988974643,3.6078,1.0087392330169678,0.00019480176211453745
70,0.1543550165380375,3.5883,0.9285814166069031,0.000193920704845815
80,0.17640573318632854,3.6182,0.9911419749259949,0.00019303964757709253
90,0.19845644983461963,3.5108,1.1065737009048462,0.00019215859030837006
100,0.2205071664829107,3.6424,1.145679235458374,0.00019127753303964758
110,0.24255788313120177,3.4224,0.9155238270759583,0.0001903964757709251
120,0.26460859977949286,3.5181,0.9363880157470703,0.00018951541850220264
130,0.2866593164277839,3.3415,1.0776382684707642,0.0001886343612334802
140,0.308710033076075,3.5302,0.9567099809646606,0.00018775330396475772
150,0.33076074972436603,3.5344,1.0722087621688843,0.00018687224669603525
160,0.3528114663726571,3.3208,0.9995661377906799,0.0001859911894273128
170,0.3748621830209482,3.671,0.9425672292709351,0.00018511013215859033
180,0.39691289966923926,3.5161,0.9276748895645142,0.00018422907488986785
190,0.4189636163175303,3.4106,1.075250506401062,0.00018334801762114538
200,0.4410143329658214,3.6005,0.8563939929008484,0.00018246696035242294
210,0.46306504961411243,3.3953,0.8986309766769409,0.00018158590308370044
220,0.48511576626240355,3.417,1.084593415260315,0.00018070484581497796
230,0.5071664829106945,3.5943,0.9548929929733276,0.00017982378854625552
240,0.5292171995589857,3.4218,0.880611002445221,0.00017894273127753304
250,0.5512679162072768,3.4965,0.9341973066329956,0.00017806167400881057
260,0.5733186328555678,3.6466,1.2280887365341187,0.00017718061674008813
270,0.5953693495038589,3.5797,0.8699613809585571,0.00017629955947136565
280,0.61742006615215,3.2262,1.4444468021392822,0.00017541850220264318
290,0.639470782800441,3.5073,0.8481224775314331,0.00017453744493392073
300,0.6615214994487321,3.5407,0.9535676836967468,0.00017365638766519826
310,0.6835722160970231,3.4542,0.9089009165763855,0.0001727753303964758
320,0.7056229327453142,3.4683,0.9646294116973877,0.00017189427312775332
330,0.7276736493936052,3.3379,1.0091197490692139,0.00017101321585903084
340,0.7497243660418964,3.3996,0.9255667924880981,0.00017013215859030837
350,0.7717750826901875,3.5003,1.0145182609558105,0.0001692511013215859
360,0.7938257993384785,3.3188,0.8847505450248718,0.00016837004405286345
370,0.8158765159867696,3.5109,0.9435425996780396,0.00016748898678414098
380,0.8379272326350606,3.4454,0.9307761192321777,0.0001666079295154185
390,0.8599779492833517,3.512,1.0689793825149536,0.00016572687224669606
400,0.8820286659316428,3.3735,1.0286548137664795,0.0001648458149779736
410,0.9040793825799338,3.5512,1.0477341413497925,0.00016396475770925111
420,0.9261300992282249,3.5524,1.0859075784683228,0.00016308370044052864
430,0.948180815876516,3.5287,1.076291561126709,0.00016220264317180617
440,0.9702315325248071,3.5796,1.0786230564117432,0.0001613215859030837
450,0.9922822491730982,3.5007,1.0056604146957397,0.00016044052863436122
460,1.0132304299889747,3.4064,0.9998378753662109,0.00015955947136563878
470,1.0352811466372658,3.4303,0.9746559858322144,0.0001586784140969163
480,1.0573318632855568,3.42,1.237712025642395,0.00015779735682819383
490,1.079382579933848,3.3422,1.0465869903564453,0.00015691629955947139
500,1.101433296582139,3.4158,1.3627986907958984,0.0001560352422907489
510,1.12348401323043,3.472,1.089985728263855,0.00015515418502202644
520,1.145534729878721,3.5114,1.125950574874878,0.000154273127753304
