title,artist,spotify_id
KILL,UNEDUCATED KID,1TlxJTl12nTgCI0HxwRUpo
Street Kid (Feat. CHANGMO),UNEDUCATED KID,1hNm5JjE06CXcKXUQykRn4
Amazing (feat. Jvcki Wai & Paul Blanco),UNEDUCATED KID,1Ok6W0xYKDTm5VzCcGs7Ff
SAVED MY LIFE (Prod. Kidstone),UNEDUCATED KID,14dJ7lD1iJhxfx6b4vutVY
I’m Back,UNEDUCATED KID,4CModgKbnce8Gi8FVQlNmS
"Make U Dance (feat. Jay Park, Paul Blanco)",UNEDUCATED KID,0eIWeyozNDR8O5Ygc1L0N5
So What (Feat. Beenzino),UNEDUCATED KID,3q738cBTApcG0vo5G1OTZC
돈벌러가야대,UNEDUCATED KID,1cPrGOq1NfqeMoaPAKJ50I
Celebrity Disease,UNEDUCATED KID,3NMsr62pQDnHmbXqYu1Ckz
Now (feat. Okasian),UNEDUCATED KID,3Uh1D6HHmpu9iIGKG1iZsT
Uneducated Arirang,UNEDUCATED KID,0jZbB0zQ2gWQu7tXMvkSBU
Hunnit Bands,UNEDUCATED KID,4MtGoW8ksOUcqsTbloWG20
SUCCESS,UNEDUCATED KID,3RJiyAM2XQCrNE4BBYO1jL
God Bless (Feat. Paul Blanco & Jay Park),UNEDUCATED KID,7fkaOjdjqt5pPjOq4yOwjw
Rockstar!,UNEDUCATED KID,1PeKLnL37LkQW8yt8aCFVn
Le Petit Prince,UNEDUCATED KID,4dfR6W8rT297J7stz7HZ8X
Good Girl Gone Bad (feat. Leellamarz),UNEDUCATED KID,4cDJ0cLKrRUbVcWyuujkm8
BMW (Feat. Northfacegawd),UNEDUCATED KID,2d7Yhby4jJGPXrMAf2tH0g
METH (feat. Meiiny),UNEDUCATED KID,5VKyRvcYL2sulmT6rvpVoh
Drop Top,UNEDUCATED KID,1HP41bnrxLpVIPphIapOxs
HIGHWAY,UNEDUCATED KID,7f2JHx3dwqruJ38Xm708E1
Catch These Hands,UNEDUCATED KID,6i5wey4jN8CLAIgoJfcgNw
I DON’T BELIEVE IN…,UNEDUCATED KID,3D9SODqzEF1uZzaLglhMxq
Need Your Love (feat. Royal 44),UNEDUCATED KID,1gUZ4VaGRTFemwadS1W6O3
CALL ME,UNEDUCATED KID,5OxbRh8YC4R1UV3pafBzI8
Fallin' in Love (feat. ASH ISLAND),UNEDUCATED KID,0wfpGTipssFpDOJtLSdKm5
1+1=1,UNEDUCATED KID,4uiXiv4dkxfwgK6Q9qIv3y
