Artist,Title,Lyrics
Ariana Grande,Leave Me Lonely (Reprise),there's a dangerous love boy you're no good for me darling yeah you turn me away like i'm begging for a dollar danger baby oh how you hold me i get a chill inside and nothing frightens me darlin'   danger danger dangerous darlin' danger danger dangerous boy danger danger dangerous darlin' he's a dangerous boy   nanananana nanananana baby nanananana nananananananana nanananana baby nanananana baby nanananana nanana he's a dangerous boy
Ariana Grande,I Wont Say (Im in Love),if there's a prize for rotten judgement i guess i've already won that no man is worththeaggravation that's ancient historybeen there done that  who'd you thinkyou're kiddin' he's the earth and heaven to ya try to keep it hidden honey we can see right through ya oh nooo girl you can't conceal it we know how you feel and who you're thinking of    no chance no way i won't say it no no you swoon you sigh why deny it uhoh it's too clich i won't say i'm in love   i thought my heart had learned its lesson it feels so good when you start out my head is screaming get a grip girl unless you're dying to cry your heart out  pre ohhh you keep on denying who you are and how you're feeling baby we're not buying hon we saw you hit the ceiling oh no face it like a grownup when you gonna own up that you got got got it bad    no chance no way i won't say it no no give up give in check the grin you're in love this scene won't play i won't say i'm in love you're doin' flips read our lips you're in love   you're way off base i won't say it get off my case i won't say it girl don't be proud it's okay you're in love   ohhh at least out loud i won't say i'm in love shoo do shoo do shoo do shoo do shalalala la la ahh
Ariana Grande,La Vie En Rose,said you would show me some things i just wanna get get get get get with you with you   la vie en rose i wanna live la vie en rose on i just live to make you smile la vie en rose oh la vie en rose i wanna live la vie en rose oh i just live to make you smile la vie en rose   love i wanna live out this crush oh love i wanna live i wanna live love i wanna live out my days with you with you oh love i wanna drink some champagne oh love i wanna drink some champagne love i just wanna drink pink champagne with you with you with you   la vie en rose i wanna live la vie en rose oh i just live to make you smile la vie en rose oh la vie en rose i wanna live la vie en rose oh i just live you make you smile la vie en rose
Ariana Grande,break your heart right back (live),ariana grande shoulda saw it coming i shoulda saw the signs said but i wanted to believe you trustyou yousaid you wouldn'tlie but baby you were so goodso good had me going blind you said he was your best friend i'm guessing i wasn't your type yeah  pre ariana grande what goes around comes around sing goes up it comes down i know you're mad 'cause i found out want you to feel what i feel right now   ariana grande now that its over let's go i just wanna break your heart right back right back listen fuck outta here jorza want you to cry me a river i just want to break your heart right back yeah all this time i was blind running 'round telling everybody my baby loves me my baby loves me my baby my baby ooh   childish gambino  ariana grande both listen you got a man but your man ain't loyal don't understand how to spell it out for you yes i'm a g from the a and they ask why why sorry had to tell you i'm a nice guy oh he's gay nah i'm a slick guy money too much i step on stage and girls move too much yeah keep the flow so gross my nickname school lunch and he with them other guys and you know it's true 'cause okay gambino i'm coming i know they hate but i dont know why uh i know the way he did you was whack but i know how you can get dude right back and get with me   ariana grande said now that it's over i just wanna break break break your heart babe right back baby i just want to break your heart right back yeah all this time i was blind telling everybody my baby loves me my baby loves me my baby ooh   diana ross i'm coming out i'm coming
Ariana Grande,Problem (Spanglish Version),ariana grande iggy azalea j balvin it's iggy iggs soy j balvin man one less one less problem   ariana grande hey baby even though i hate ya i wanna love ya i want you and even though i can't forgive ya i really want to i want you tell me tell me baby why can't you leave me 'cause even though i shouldn't want it i gotta have it i want you  pre ariana grande head in the clouds got no weight on my shoulders i should be wiser and realize that i've got   big sean j balvin  ariana grande one less problem without ya ahora estoy mejor sin ti s i got one less problem without ya i got one less one less problem one less problem without ya ahora estoy mejor sin ti s i got one less problem without ya i got one less one less problem   ariana grande i know you're never gonna wake up i gotta give up but it's you i know i shouldn't ever call back or let you come back but it's you every time you touch me and say you love me i get a little bit breathless i shouldn't want it but it's you  pre ariana grande head in the clouds got no weight on my shoulders i should be wiser and realize that i've got   big sean j balvin  ariana grande one less problem without ya ahora estoy mejor sin ti s i got one less problem without ya i got one less one less problem one less problem without ya ahora estoy mejor sin ti s ooh babe i got one less problem without ya ooh woah i got one less one less problem   iggy azalea  j balvin okay it's iggy iggs la familia uh leggo ha soy j balvin man uhhuh s s el peridico de ayer el que desechaste eh y ahora vienes a rogarme qu iggy iggy too biggie to be here stressin' i'm thinkin' i love the thought of you more than i love your presence and the best thing now is probably for you to exit i let you go let you back i finally learned my lesson recuerdas cmo de mi tu te reas ahora me buscas en la calle todo el da recuerdas cmo a m me maldecas y ahora viajo en jet privado con las mas   ariana grande one less one less problem one less one less problem  pre ariana grande head in the clouds got no weight on my shoulders i should be wiser and realize that i've got   big sean j balvin ariana grande  iggy azalea one less problem without ya hey ahora estoy mejor sin ti s no babe i got one less problem without ya ooh i got one less one less problem ooh baby one less problem without ya yeah i got i got one less problem without ya woo hey i got one less problem without ya i got one less one less problem problem baby one less problem without ya hey i got one less problem without ya without you i got one less problem without ya i got one less one less yeah i got one less one less problem   j balvin the business la familia leggo
Ariana Grande,ABC,abuhbuhbuhbuhbuh abuhbuhbuhbuhbuh   you went to school to learn boy things you never never knew before mmmhmm like i before e except after c and why two plus two makes four now now now i'm gonna teach you all about love boy sit yourself down take a seat all you gotta do is repeat after me   a b c easy as    or simple as doremi a b c    baby you and me boy a b c easy as    or simple as doremi a b c    baby you and me boy   reading writing arithmetic are the branches of the learning tree but without the roots of love every day boy your education ain't complete teteteteacher's gonna show you how to get an a how to get an a spell me and you and add the two listen to me baby that's all you gotta do   a b c easy as    or simple as doremi a b c    baby you and me boy a b c easy as    or simple as doremi a b c    that's how easy love can be that's how easy love can be sing a simple melody    baby you and me  interlude c'mon c'mon c'mon c'mon boy   shake it shake it baby shake it shake it baby shake it shake it baby    baby a b c baby doremi baby that's how easy love can be   a b c easy as    or simple as doremi a b c    baby you and me boy   lemme teach how to sing it out c'mon c'mon c'mon lemme show you what it's all about   a b c easy as    or simple as doremi a b c    baby you and me boy a b c easy as    or simple as doremi a b c    baby you and me boy   a b c    a b c    baby you and me
Ariana Grande,Stick Around,graham there you come with your big brown eyes and i'm so sure you got me mesmerized so sure i'm just about to fall for you but you don't even try and catch me so i  ariana i pick myself up i pick myself up boy you might be falling but i think i better not my heart's still mine i'm gonna take my time but  both don't leave cause there's something about me and you  you gotta stick around stick around around oh you gotta hang 'round if you wanna find out if it's love baby real love love baby we've found you gotta stick around  graham any other guy would fall at your feet they think i'm crazy but they're nothing like me i've always been the kind to think things out and i'm kinda wondering what you're all about so i  ariana i make my mind up i make my mind up but boy you gotta know that i'm not in a rush i'm a fun girl not a dumb girl so wait a minute  both till i got you all figured out  you gotta stick around stick around around oh you gotta hang 'round if you wanna find out if it's love baby real love love baby we've found you gotta stick around  take a look take a breath take a chance on everything i've said take your heart and take your time and maybe one day you'll be mine ohh maybe one day you'll be mine woah yeah  you gotta stick around stick around round oh you gotta hang round' if you wanna find out if it's love baby real love love baby we've found stick around stick around round oh you gotta hand 'round if you wanna find out if it's love baby real love love baby we've found you gotta stick around  there you come with your big brown eyes and i'm so sure you've got me mesmerized stick around
Ariana Grande,The Christmas Song (Chestnuts Roasting On An Open Fire),ariana elizabeth chestnuts roasting on an open fire jack frost nipping at your nose yuletide carols being sung by a choir and folks dressed up like eskimos everybody knows a turkey and some mistletoe help to make the season bright tiny tots with their eyes all aglow will find it hard to sleep tonight   ariana elizabeth both they know that santa's on his way he's loaded lots of toys and goodies on his sleigh and every mother's child is going to spy to see if reindeer really know how to flyy and so i'm offering this simple phraayayase to kids from one to ninetytwo although it's been said many times many ways merry christmas to you  refrain ariana elizabeth both and so i'm offering this simple phrase to kids from one to ninetytwo although its been said many times many ways merry christmas merry christmas merry christmas to you
Ariana Grande,you,lyrics for this song have yet to be released please check back once the songhasbeen released
Ariana Grande,I Have Nothing,mmm i mmm   share my life take me for what i am cause i'll never change my colors for you take my love i'll never ask for too much just all that you are and everything that you do  pre i don't really need to look very much further i don't want to have to go where you don't follow i will hold it back again this passion inside i can't run from myself there's nowhere to hide   don't make me close one more door i don't want to hurt anymore stay in my arms if you dare or must i imagine you there don't walk away from me i have nothing nothing nothing if i don't have you you you you   you see through right to the heart of me you break down my walls with the strength of your love mmm i never knew love like i've known it with you will a memory survive one i can hold on to  pre i don't really need to look very much further i don't want to have to go where you don't follow i will hold it back again this passion inside i can't run from myself there's nowhere to hide  your love i'll remember forever   don't make me close one more door i don't want to hurt anymore stay in my arms if you dare or must i imagine you there don't walk away from me i have nothing nothing nothing  don't make me close one more door i don't want to hurt anymore stay in my arms if you dare or must i imagine you there don't walk away from me no don't walk away from me don't you dare walk away from me i have nothing nothing nothing if i don't have you you if i don't have you baby ohhh ooo
Ariana Grande,"Oh, Darling",lyrics from snippet  snippet  oh darlin' ive been working too much ive been thinking bout your touch tturn it on and hit me up and i want ya  snippet  oh darlin' i've been in and out of town i've been missin' you around won't you come and see me now oh darlin' i've been missing  snippet  wanna kiss you miss you gotta keep up
Ariana Grande,Ive Heard It Both Ways,lyrics will be available upon release stay tuned
Ariana Grande,side to side (live),ariana grande  nicki minaj copenhagen are y'all ready to sing ive been here all night ariana i've been here all daynickiminaj sing side toside yeah let them hoes know   ariana grande i'mtalkin to ya see you standing over there with your body feeling like i wanna rock with your body and we don't gotta think 'bout nothing 'bout nothin' i'm comin' at ya 'cause i know you got a bad reputation doesnt matter cause you give me temptation and we don't gotta think bout nothin' babe yuh 'bout nothin'  pre ariana grande these friends keep talkin way too much say i should give you up can't hear them no 'cause i   ariana grande i've been here all night i've been here all day and boy got me walkin' side to side yeah i've been here all night i've been here all day baby and boy got me walkin' side to side   ariana grande been tryna hide it baby what's it gonna hurt if they don't know makin' everybody think that we  just as long as you know you got me you got me and boy i got ya baby 'cause tonight i'm making deals with the devil and i know it's gonna get me in trouble babe as long as you know you got me yeah sing  pre ariana grande these friends yee yee keep talkin' way too much way too much say i should give you up give you up can't hear them no 'cause i let's go sing   ariana grande i've been here all night i've been here all day and boy got me walkin' side to side it's hot as balls dublin yeah i've been here all night been here all night baby i've been here all day been here all day ooh baby yeah and boy woo got me walkin' side to side side to side  refrain ariana grande  nicki minaj uh yeah this the new style with the fresh type of flow wrist icicle ride dick bicycle come through yo get you this type of blow if y'all know these words let's rap let's go come on   ariana grande  nicki minaj nicki minaj so all these bitches' flows is my minime body smoking so they call me young nicki chimney rappers in they feelings 'cause they feelin' me what i give zero  and i got zero chill in me kissing me copped the blue box that say tiffany curry with the shot just tell 'em to call me stephanie shee gun pop then i make my gum pop i'm the queen of rap young ariana run pop uh sheesh  pre ariana grande these friends keep talkin' way too much say i should give you up can't hear them no 'cause i've   ariana grande been here all night been here all night baby i've been here all day baby yes been here all night baby and boy woo got me walkin' side to side side to side i've been here all night been here all night baby i've been here all day been here all day ooh baby and boy woo got me walkin' side to side side to side yeah yeah yeah   ariana grande i wanna hear y'all make some noise for the sweetener world tour dancers give it up let me duce y'all this is taya come on let's go nekai yee look at that darrion woo fuck it up mao let's go
Ariana Grande,Sweetener World Tour Dates,north america leg onemarch march 8 09 albany new york march 0 09 boston massachusetts march  09buffalonew york march 509 washington dc march 6 09 philadelphiapennsylvania march 8 09 cleveland ohio march 0 09 uncasville connecticut  april april  09 montreal quebec canada april  09 toronto ontario canada april 5 09 detroit michigan april 4   09 indio california coachella april 5 09 edmonton alberta canada april 7 09 vancouver british columbia canada april 0 09 portland oregon  may may  09 san jose california may  09 sacramento california may 67 09 los angeles california may 0 09 inglewood california may  09 las vegas nevada may 4 09 phoenix arizona may 7 09 san antonio texas may 9 09 houston texas may  09 dallas texas may  09 oklahoma city oklahoma may 5 09 new orleans louisiana may  09 miami florida  june june  09 miami florida june 45 09 chicago illnois june 7 09 nashville tennessee june 8 09 atlanta georgia june 0 09 charlotte north carolina june  09 pittsburgh pennsylvania june 45 09 brooklyn new york june 89 09 new york city new york june  09 washington dc june  09 boston massachusetts june 4 09 philadelphia pennsylvania june 6 09 toronto ontario canada june 9 09 indianapolis indiana  july july  09 columbus ohio july 5 09 milwaukee wisconsin july 6 09 st louis missouri july 8 09 saint paul minnesota july  09 denver colorado july  09 salt lake city utah  august august 4 09 chicago illnois lollapalooza europeaugust august 70 09 london england august 4 amsterdam netherlands august 5 09 manchester england manchester pride august 78 09 paris france august 0 09 antwerp belgium  september september  09 cologne germany september  09 vienna austria september 4 09 prague czech republic september  09 amsterdam netherlands september 45 09 birmingham england september 7 09 glasgow scotland september 9 09 sheffield england september 5 09 dublin ireland september 8 09 hamburg germany  october october  09 copenhagen denmark october  09 oslo norway october 5 09 helsinki finland october 7 09 stockholm sweden october 9 09 hamburg germany october 0 09 berlin germany october  09 zrich switzerland october 56 09 london england north america leg twonovember november 9 09 uniondale new york november  09 brooklyn new york november 5 09 charlottesville virginia november 9 09 atlanta georgia november  09 raleigh north carolina november 4 09 tampa florida november 5 09 orlando florida november 7 09 miami florida  december december  09 jacksonville florida december  09 columbia south carolina december 5 09 nashville tennessee december 7 09 memphis tennessee december 9 09 dallas texas december  09 phoenix arizona december  09 anaheim california december 5 09 las vegas nevada december 78 09 san francisco california december  09 inglewood california
Ariana Grande,Suitcase,i was there in the rain crying again you said that you changed but you're just the same  now don't make it worse by trying to lie i saw you kiss her with my own eyes  don't worry i'm not angry i'm way past that already these are the last tears you'll see so don't you don't you worry about me  i know what to do boy to get over you i'm gonna send you away but i'm not ready so just get out of my face stop standing in my way i'm going out to say what i'm ready  i'm gonna get out my suitcase and get out of this place and i'm going somewhere and get you out of my hair i'm gonna have fun baby be so gone  and when i get back you know you better be gone boy you know you better be gone you better be gone  boy don't look so confused remember the truth now when i met you you had nothing at all i guess with true love what mine is your's and maybe it was but it's not anymore  don't worry i'm not angry i'm way past that already these are the last tears you'll see so don't you don't you worry about me  i know what to do boy to get over you i'm gonna send you away but i'm not ready so just get out of my face stop standing in my way i'm going out to say what i'm ready  i'm gonna get out my suitcase and get out of this place and i'm going somewhere and get you out of my hair i'm gonna have fun baby be so gone  and when i get back you know you better be gone you better be gone  so we believed the one that loved would have to hurt and lie so we don't make the same mistakes the problem isn't mine  i know what to do boy to get over you i'm gonna send you away but i'm not ready so just get out of my face stop standing in my way i'm going out to say what i'm ready  i'm gonna get out my suitcase and get out of this place and i'm going somewhere and get you out of my hair i'm gonna have fun baby be so gone  and when i get back you know you better be gone you better be gone you better be gone you better be gone
Ariana Grande,Unreleased Songs Discography List,note an asterisk  next to a song title denotes that the song title hasnotbeen officially confirmed aaintabout what you got bbaby loves  bealright demo boyfriend material cddo you love me don't be gone too long eestanoche fghhigher iidon'twant to bealone for christmas inthe moment in your hands i've heard it both ways jjada klla vie en rose let it rain mmy way nnew york live nobody does it better not afraid of love ooh darlin' ppink champagne qrremember ridiculous rollercoaster ssober stick around suitcase started tthe light is coming demo the bitch is mine this one's for you demo uvwxyyou you're my only shawty z
Ariana Grande,Santa Tell Me (Dirty Version),santa tell me if you're really there dont make me fall in love again if he won't be here next year santa tell me if he really cares 'cause i cant give it all away if he won't be here next year   feeling christmas all around and i'm trying to play it cool but it's hard to focus when i see him walking 'cross the room let it snow is blasting out but i won't get in the mood i'm avoiding every mistletoe until i know it's  pre true love that he thinks of so next christmas im not all alone boy   santa tell me if youre really there don't make me fall in love again if he wont be here next year santa tell me if he really cares 'cause i can't give it all away if he won't be here next year   ive been down this road before fell in love on christmas night but on new years day i woke up and he wasn't by my side now i need someone to hold be my fire in the cold but it's hard to tell if this is just a fling or if it's true love  pre true love that he thinks of so next christmas i'm not all alone boy   santa tell me if you're really there don't make me fall in love again if he won't be here next year santa tell me if he really cares 'cause i can't give it all away if he won't be here next year   oh i wanna let him unwrap me like ohwoooh get on top of him by that fireplace ohwoooh but i don't want a new broken heart this year i've got to be smart oh baby santa tell me santa tell me if he will be if he will be here santa tell me santa tell me oh woah   santa tell me santa tell me if you're really there 'cause i really care don't make me fall in love again if he won't be here next year santa tell me tell me if he really cares tell me boy 'cause i can't give it all away if he won't be here next year   santa tell me tell me if you're really there santa baby don't make me fall in love again if he won't be here next year if he won't be if he won't be here santa tell me tell me if he really cares do you care 'cause i can't give it all away if he won't be here next year
Ariana Grande,hopeless romantic,i thought that i was a hopeless romantic i thought that i was a hopeless romantic i really thought that i'd be like my grandparents i thought that i was a hopeless romantic
Ariana Grande,the light is coming (Demo),nicki minaj yo i was the baddest bitch that you ever had edition limited the barbie is nevermad iwas the baddestbitch you that ever had my sonsget your dad 'cause he gon' suffer bad   nicki minaj ayo trophy wife out you won me until you had to find out it's one me nonow you benched aww your bum knee now i'm the bad guy call me chunli ooh 'cause you was slippin' yep you clumsy and everything i peeped can't just unsee sips tea and it's unsweet rerespect bad gyal when mi done speak now now now he shooting his shot like driveby whywhywhy you had to make me go call up my side guy cacacan't let a fboy eff up my nice vibes yo ariana come let me give you a high five   ariana grande the light is coming to give back everything the darkness stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole you wouldn't let anybody speak and instead   ariana grande what did she say what did he say you don't listen 'cause you know everything you don't even need dreams tellin' everybody stay woke don't sleep  refrain ariana grande ah gonna break that shit down you don't wait tell 'em wait another round ah guess you're way above it now and that's your way to love it now  pre ariana grande how can they tell you shit that you've been through they are so confused who cares about their rationale if it ain't your view that's the bottom line knowitall knowitall give you a box of chances every time you blow it all blow it all as if it were shade you would just throw it all throw it all it's like you're trying not to glow at all glow at all knowitall knowitall   ariana grande the light is coming to give back everything the darkness stole stole stststole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole stole stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole stole stststole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole stole stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole you wouldn't let anybody speak and instead   ariana grande why do we have chemistry ay yeah with a need for speed ay yeah doin' things that trouble clings ay yeah to and burns off our wings  refrain ariana grande ah gonna break that shit down ay yeah you don't wait tell 'em wait another round ay yeah ah guess you're way above it now ay yeah and that's your way to love it now  pre ariana grande how can they tell you shit that you've been through they are so confused who cares about their rationale if it ain't your view that's the bottom line you wouldn't let anybody speak and instead knowitall knowitall give you a box of chances every time you blow it all blow it all as if it were shade you would just throw it all throw it all it's like you're trying not to glow at all glow at all knowitall knowitall   ariana grande the light is coming to give back everything the darkness stole stole stststole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole stole stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole stole stststole you wouldn't let anybody speak and instead the light is coming to give back everything the darkness stole you wouldn't let anybody speak and inst
Ariana Grande,Have Yourself A Merry Little Christmas,oh yeah have yourself a merry little christmas let your heart be light from now on your troubles will be out of sight mmm oh yeah   have yourself a merry little christmas make the yuletide gay from now on our troubles will be miles away oh   here we are as in olden days happy golden days of yores faithful friends who are dear to us gather near to us once more ooh   through the years we all will be together if the fates allow until then we'll have to muddle through somehow and have yourself a merry little christmas now
Ariana Grande,Let It Rain,what it will be it will be i let it rain why was your whole life fulfilled  ah oh ah oh well i think it's getting dark out baby no thanks i don't need your yellow umbrella ever right now ah oh ah oh well you better get in the car could you move on i can't wait for the skies to open up its heart  and let it rain let the sun shine down on me i let it rain because you gotta deal with it anyway i let it rain what it will be it will be i let it rain why was your life so fulfilled  i let it rain imma let it rain yeah let the sun shine down on me i let it rain because you gotta deal with it anyway i let it rain i let it rain what it will be it will be i let it rain oh let it rain why was your whole life fulfilled
Ariana Grande,r.e.m (live),uhhuh   said last night boy i met you yeah said when i was asleep 'sleep you're such adreamto me babe ohwoah woah and it was on aday like this yeah said if you can believe yeah said if you can believe if you can believe oh yeah you're such a dream to me baby yeah   before you speak don't move 'cause i don't wanna wake up shee wake up let's go wake up wake up don't wanna wake up oh hey wake up wake up wake up so 'cause you're such a dream eam said boy you're such a dream to me baby oh   excuse me um i love you i know that's not the way to start a conversation trouble i watch them other girls when they come and bug you but i felt like i knew you so i just wanted to hug you plus you don't know your way around you can stop your playing now all your worries lay 'em down shh don't say it loud is this real baby yeah bum bum bum bum bum bum bum bum bum bum bum i love youwho starts a conversation like that nobody but i do but you are not a picture i can't cut you up and hide you i'll get you out my mind uh or try to but i just want to stand and yell i will never dare to tell think i heard some wedding bells shh keep it to yourself is this real is this real baby   don't move don't wanna wake up wake up wake up wake wake up wake up wake up wake up wake wake up 'cause you're such a dream if you can believe you're such a dream to me to me   to me yeah yeah hmm babe mmm yeah yeah mmm yeah mmm
Ariana Grande,god is a woman (live),you you love it how i move you love it how i touch you my one whenallis said anddone you'll believe god is a woman andi feel it after midnight feelin' that you can't fight my one it lingers when we're done you'll believe god is a woman   i don't wanna waste no time yeah you ain't got a onetrack mind yeah have it any way you like yeah and i can tell that you know i know how i want it yeah ain't nobody else can relate so boy i like that you ain't afraid baby lay me down and let's pray i'm tellin' you the way i like it how i want it  pre and i can be all the things you told me not to be when you try to come for me i keep on flourishing yeah and he see the uniwhen i'm the company it's all in me   you you love it how i move you love it how i touch you my one when all is said and done and i feel it after midnight feelin' that you can't fight my one it lingers when we're done you'll believe god is a woman yeah   i tell you all the things you should know so baby take my hands save your soul so we can make it last take it slow woahoh how i want it yeah but you're different from the rest boy if you confess you might get blessed so see if you deserve what comes next i'm tellin' you the way i like it how i want it yeah  pre and i can be all the things you told me not to be when you try to come for me i keep on flourishing baby and he see the uniwhen i'm the company it's all in me   you you love it how i move you you love it how i touch you my one when all is said and done you'll believe god is a woman and i i feel it after midnight midnight feelin' that you can't fight my one it lingers when we're done you'll believe god is a woman yeah yeah   god is a woman yeah yeah god is a woman yeah a woman baby yeah one when all is said and done you'll believe god is a woman said you'll believe god god is a woman oh yeah god is a woman yeah ooh one it lingers when we're done you'll believe god is a woman
Ariana Grande,breathin (live),stockholm i wanna hear y'all over here how loud can y'all get what about y'all comeon alrighti wanna hearall y'all come on now i wanty'all to sing you ready   some days things just take way too much of my energy i look up and the whole room's spinning you take my cares away i can so overcomplicate people tell me to medicate  pre feel my blood runnin' swear the sky's fallin' i know that all this shit's fabricated oh time goes by and i can't control my mind don't know what else to try you tell me every time   just keep breathin' and breathin' and oh i gotta keep keep on breathin' sing breathin' and breathin' and oh i gotta keep keep on breathin' oh   sometimes it's hard to find find my way up into the clouds tune it out they can be so loud you remind me of a time when things weren't so complicated all i need is to see your face  pre feel my blood runnin' swear the sky's fallin' i know that all this shit's fabricated ooh time goes by and i can't control my mind don't know what else to try but you tell me every time   just keep breathin' and and oh i gotta keep i keep on breathin' let's go breathin' and breathin' and breathin' and breathin' and oh i gotta keep i keep on breathin' ooh yeah   come on johnny my my air my my air my my air my air my my air my my air my my air yeah   said just keep breathin' and breathin' oh yeah oh yeah breathin' and breathin' and breathin' oh keep on breathin' ooh yeah   oh yeah oh ooh can't control my mind i keep on breathin' ooh yeah
Ariana Grande,bad idea (live),london how are you welcome to the sweetener world tour   i've been outta sight i've been worried 'bout youlately runnin'outta time wishin' youwould come and save me  pre i don'twanna roll with it yeah yeah gotta get control of it yeah yeah why can't i let go of it ooh baby yeah yeah yeah mmm gotta find somebody quickly oh yeah   i got a bad idea how 'bout we take a little bit of time away yeah i got a bad idea forget about it yeah forget about him yeah forget about me arichan got a bad idea baby uhhuh yeah i'ma call you over here to numb the pain arichan bad idea uhhuh it yeah him yeah me   yeah i know we shouldn't baby but we will you know we will need somebody gimme something i can feel yeah now boy don't trip don't trip you know this isn't real you should know i'm temporary  pre i don't wanna roll with it yeah yeah gotta get control of it yeah yeah why can't i let go of it baby yeah yeah yeah yeah mmm gotta find somebody quickly yeah   i got a bad idea how 'bout we take a little bit of time away yeah i got a bad idea forget about it yeah forget about him yeah forget about me arichan bad idea uhhuh yeah i'ma call you over here to numb the pain arichan bad idea baby uhhuh forget about it yeah forget about him yeah forget about me   gotta get control of it why can't i let go of it baby wishin' you would come and save me no yeah oh yeah ooh ooh   i got a bad idea uhhuh how 'bout we take a little bit of time away yeah arichan i got a bad idea a bad idea baby uhhuh forget about it yeah forget about him yeah forget about me arichan i got a bad idea ooh yeah yeah yeah uhhuh yeah i'ma call you over here to numb the pain arichan i got a bad idea a bad idea baby uhhuh forget about it yeah forget about him yeah forget about me   forget about it yeah forget about him yeah forget about me
Ariana Grande,Grenade,easy come easy go that's just how you live oh take take take it all but you never give should've known you was trouble from the first kiss had your eyes wide open why were they open  pre i gave you all i had you tossed it in the trash you tossed it in the trash you did to give me all your love is all i ever ask cause what you don't understand is i'd   catch a grenade for ya i'd throw my hand on a blade for ya i'd jump in front of a train for ya you know i'd do anything for ya ohh i would go through all this pain take a bullet straight through my brain yes i would die for you baby but you won't do the same  post you wouldn't do the same   black black black and blue beat me 'til i'm numb tell the devil i said hey when you get back to where you're from mad boy bad boy that's just what you are yeah you'll smile in my face and rip the brakes out my car  pre  i gave you all i had you tossed it in the trash you tossed it in the trash yes you did to give me all your love is all i'd ever ask cause what you don't understand is i'd   catch a grenade for ya i'd throw my hand on a blade for ya i'd jump in front of a train for ya you know i'd do anything for ya ohh i would go through all this pain take a bullet straight through my brain yes i would die for you baby but you won't do the same   if my body was on fire ooh you'd watch me burn down in flames you said you loved me you're a liar cause you never ever ever did baby but darlin' i'd still   catch a grenade for ya i'd throw my hand on a blade for ya i'd jump in front of a train for ya you know i'd do anything for ya ohh i would go through all this pain take a bullet through my brain yes i would die for you baby but you won't do the same   you wouldn't do the same you wouldn't do the same oh you wouldn't do the same oh no no no
Ariana Grande,raindrops (an angel cried) live,when raindrops fell down from the sky the day you left me an angel cried oh shecried anangel cried shecried
Ariana Grande,Rollercoaster,get so high go so fast it's getting good i wanna make it last spinning round soaring free steady now your gonna make me scream adrenaline is rushing down but light and sound is spinning round adrenaline is pouring out you make me want to scream and shout you got me going around in circles like a rollercoaster you got me going around in circles like a rollercoaster you got me going around in circles like a rollercoaster you got me going around in circles like a rollercoaster you make you make you make me go round you make me you make go round
Ariana Grande,"break up with your girlfriend, im bored (live)",said oh baby yeah yeah   said you got me some type of way hmm ain't used to feelin'thisway mmmmmm i donot know what to say yeahyeah but you know i shouldn't think about it took one fuckin' look at your face hmm now i wanna know how you taste mmmmmm usually don't give it away yeah yeah but you know i'm out here thinkin' 'bout it  pre then i realize she's right there and i'm at home like damn this ain't fair   break up with your girlfriend yeah yeah 'cause i'm bored you could hit it in the mornin' yeah yeah like it's yours i know it ain't right but i don't care care hey babe break up with your girlfriend yeah yeah 'cause i'm bored   this shit always happen to me yee yeah why can't we just play for keeps mmmmmm i'm practically on my knees yeah yeah but you know i shouldn't think about it you know what you're doin' to me yeah you're singin' my songs in the streets yeah yeah yeah actin' all innocent please but you know you out here thinkin' 'bout it  pre london let me hear y'all sing let's go right there and you're at home like damn she let's go   break up with your girlfriend yeah yeah 'cause i'm bored you could hit it in the mornin' yeah yeah like it's yours baby i know it ain't right but i don't care care hey babe break up with your girlfriend yeah yeah 'cause i'm bored baby  post girlfriend girlfriend girlfriend girlfriend girlfriend baby with your girlfriend baby yeah girlfriend girlfriend girlfriend girlfriend let's go say   you could say i'm hatin' if you want to but i only hate on her 'cause i want you you say i'm trippin' ain't right baby you without me ain't right london let's go you could call me crazy 'cause i want you and i never even ever fuckin' met you you say i'm trippin' and it ain't right babe you without me ain't nice london let's go sing   break up with your girlfriend with your girlfriend yeah yeah 'cause i'm bored you could hit it in the mornin' hit in the mornin' yeah yeah yeah yeah yeah like it's yours i know it ain't right but i don't care yeah care let's go break up with your girlfriend with your girlfriend yeah yeah 'cause i'm bored  post girlfriend girlfriend girlfriend girlfriend girlfriend baby with your girlfriend baby girlfriend girlfriend girlfriend girlfriend ooh yeah yeah with your girlfriend
