Artist,Title,Lyrics
Katy Perry,Look But Dont Touch,oh my god were you looking at her butt   you're such a good boy and let's keep it that way you're going out with your guys tonight and you can flirt boy shop the windows displays they'll get you drunk best behave alright yeah i let you walk the line 'cause you come home every time and i will never give you reasons not to  pre you're such a good boy and let's keep it that way yeah let's keep it that way yeah let's keep it that way   come on you can look but you can't touch you can look don't touch don't touch you can look but you can't touch hh uh you can look but you can't touch you can look at her butt her butt you can look but you can't touch her butt uh uh don't touch don't even think about it   i'll be your bad girl when you come later tonight i can treat you and feed your appetite you wouldn't dare leave me home alone too long you get me thinking something's really wrong yeah i'll let you tour my line you'll be the captain every time i'll let you think you're in control of this ship  pre you're such a good boy and let's keep it that way yeah let's keep it that way yeah let's keep it that way   you can look but you can't touch you can look don't touch don't touch you can look but you can't touch uh uh uh uh uh uh you can look but you can't touch you can look at her butt her butt you can look but you can't touch her butt uh uh uh oh you can look but you can't touch you can look don't touch that's all i'm saying baby you can look but you can't touch no no no no no that's all i'm saying baby you can look but you can't touch you can look at her butt you can look but you can't touch her butt what   i saw you looking at her butt it's so jello you said you get me another drink but i saw you say hello you think i'm blind you think i'm deaf you think that i'm dumb i ain't your helen keller honey i'm your number one don't you forget it   you can look but you can't touch you can look don't touch don't you forget it you can look but you can't touch punk don't you forget it you can look but you can't touch you can look at her butt don't you forget it you can look but you can't touch her butt punk you can look but you can't touch you can look don't touch you can look but you can't touch uh uh you can look but you can't touch you can look but you can't touch you can look at her butt you can look but you can't touch her butt you can look but you can't touch you can look but you can't touch you can look don't touch hey hey you can look but you can't touch uh uh oh you can look but you can't touch you can look but you can't touch you can look at her butt you can look but you can't touch her butt   look look look don't touch don't touch uh uh uh oh look look look don't touch don't touch uh uh uh oh don't touch look look look don't touch don't touch
Katy Perry,Watch Me Walk Away,don't like it when you call me precious coming out it sounds so vicious don't like itwhenyou're sympathizing with youreyes so patronizing  pre never say never you neverthought i wouldn't need you and neither did i   no more codependence no more mending fences it all leads to bad dreams now i'm wide awake no more psycodrama no more of your dirty karma believe me i wash my hands clean watch me walk away   sorry i don't have a tissue for all your pathetic issues sorry i don't feel so sorry when you touch me you're in such a hurry  pre never say never you never thought i wouldn't leave you and neither did i   no more codependence no more mending fences it all leads to bad dreams now i'm wide awake no more psycodrama no more of your dirty karma believe me i wash my hands clean watch me walk away   no more no more watch me walk away no more no more watch me walk away no more no more watch me walk away just watch me walk away watch me walk away there's nothing you can say no more just watch me walk away   no more codependence no more mending fences watch me walk away it all leads to bad dreams no more now i'm wide awake no more psycodrama watch me walk away no more of your dirty karma believe me i wash my hands clean just watch me walk away watch me walk away watch me walk away
Katy Perry,Smile (Marshall Jefferson Remix),c'mon woo c'mon woo c'mon woo c'mon woo c'mon woo c'mon woo c'mon woo   yeah i'm thankful scratch that baby i'm grateful gotta say it's really been a while but now i got back that smile smile i'm so thankful scratch that baby i'm grateful now you see me shine from a mile finally got back that smile smile   every day groundhog day goin' through motions felt so fake not myself not my best felt like i failed the test  pre but every tear has been a lesson rejection can be god's protection long hard road to get that redemption but no shortcuts to a blessin'   yeah i'm thankful scratch that baby i'm grateful gotta say it's really been a while but now i got back that smile smile i'm so thankful scratch that baby i'm grateful now you see me shin from a mile finally got back that smile smile   i'm 0 rmodeled used to be dull now i sparkle had a piece of humble pie that ego check saved my life  pre now i got a smile like lionel richie big and bright need shades just to see me tryna stay alive just like i'm the bee gees oh woah a mona lisa masterpiece now i'm   yeah i'm thankful scratch that baby i'm grateful gotta say it's really been a while but now i got back that smile c'mon smile woo i'm so thankful scratch that baby i'm grateful so grateful now you see me shine from a mile finally got back that smile smile oh oh   i'm thankful i'm thankful i'm thankful i'm thankful   yeah i'm thankful scratch that baby i'm grateful gotta say it's really been a while but now i got back that smile woo smile i'm so thankful scratch that baby i'm grateful now you see me shine from a mile finally got back that smile smile oh oh   i'm so thankful 'cause i finally 'cause i finally smile oh i'm so grateful 'cause i finally 'cause i finally smile oh oh
Katy Perry,My Boyfriends Ex-Girlfriend,one day i was sitting in class got a note saying watch your back someone told me who it was from she wasn't happy because she just got dumped it was over but not in her mind it's not my fault he left her behind i always knew they had a history i didn't know it included me  pre she wasn't ready to let him go now i'm dealing with a psycho   my boyfriend's ex girlfriend i think she's going off the deep end she loves him she hates me they broke up now she wants to blame me na na na na na na na na na na na na   went to a party on a saturday night i wasn't planning to get in a fight all i wantd was to have some fun you know i'd nevr wanna hurt no one she walked over thinking she was so tough she stared me down but she had to look up then she started to lose control what can i say that's rock and roll  pre i wasn't sure but now i know that i'm dealing with a psycho   my boyfriend's ex girlfriend i think she's going off the deep end she loves him she hates me they broke up now she wants to blame me   wake up girl 'cause it's over it's time to get a life go cry on your own shoulder can't you see that he's mine   my boyfriend's ex girlfriend i think she's going off the deep end she loves him she hates me they broke up now she wants to blame me   my boyfriend's ex girlfriend my boyfriend's ex girlfriend na na na na na na na na na na na na na na na na na na na na na na na na na an na na na my boyfriend's ex girlfriend na na na na na na na na na na na na my boyfriend's ex girlfriend na na na na na na na
Katy Perry,Teenage Dream (Kaskade Club Remix),you think i'm pretty without any makeup on you think i'm funny when i tell the punch line wrong i know you get me so i let my walls come down down before you met me i was alright but things were kinda heavy you brought me to life now every february you'll be my valentine valentine  pre let's go all the way tonight no regrets just love we can dance until we die you and i we'll be young forever   you make me feel lik i'm living a teenage dream the way you turn m on i can't sleep let's run away and don't ever look back don't ever look back my heart stops when you look at me just one touch now baby i believe this is real so take a chance and don't ever look back don't ever look back   we drove to cali and got drunk on the beach got a motel and built a fort out of sheets i finally found you my missing puzzle piece i'm complete  pre let's go all the way tonight no regrets just love we can dance until we die you and i we'll be young forever   you make me feel like i'm living a teenage dream the way you turn me on i can't sleep let's run away and don't ever look back don't ever look back my heart stops when you look at me just one touch now baby i believe this is real so take a chance and don't ever look back don't ever look back   i'mma get your heart racing in my skintight jeans be your teenage dream tonight let you put your hands on me in my skintight jeans be your teenage dream tonight tonight tonight tonight tonight tonight tonight   you make me you make me feel like i'm living a teenage dream the way you turn me on i can't sleep let's run away and don't ever look back don't ever look back no my heart stops when you look at me just one touch now baby i believe this is real ohoh so take a chance and don't ever look back don't ever look back   i'mma get your heart racing in my skintight jeans be your teenage dream tonight let you put your hands on me in my skintight jeans be your teenage dream tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight tonight
Katy Perry,Waking Up in Vegas (Jason Nevins Electrotec Dub),you gotta help me out it's all a blur last night we need a taxi 'cause you're hungover and i'm broke i lost my fake id but you lost the motel key spare me your freaking dirty looks now don't blame me  pre  you wanna cash out and get the hell outta town dont be a baby remember what you told me   shut up and put your money where your mouth is that's what you get for waking up in vegas get up and shake the glitter off your clothes now that's what you get for waking up in vegas   why are these lights so bright oh did we get hitched last night dressed up like elvis why am i wearing your class ring  pre  dont call your mother 'cause now were partners in crime dont be a baby remember what you told me   shut up and put your money where your mouth is that's what you get for waking up in vegas get up and shake the glitter off your clothes now that's what you get for waking up in vegas   you got me into this information overload situation lost control send out an sos and get some cash out were gonna tear up the town no dont be a baby remember what you told me remember what you told me remember what you told me you told me you told me   shut up and put your money where your mouth is that's what you get for waking up in vegas get up and shake the glitter off your clothes now that's what you get for waking up in vegas   thats what you get baby shake the glitter shake shake shake the glitter come on gimme some cash out baby gimme some cash out baby
Katy Perry,Love Can Stand on His Own,everybody's reading the book about the boy from bethlehem story of a kid who would change the worldwiththe palm ofhis hand so bring me some toastbefore you go  because i'm beginning to see that the story is quite okay cuz i've seen movies and i wear the shirts but what does this story really say from my love didn't come from fantasy or to play glamorous roles for the  company man that we've all made him out to be is not what the story has told  so entertain me if you want to but i've heard it all if you feel the need to say more than what's been said but i'm sure love can stand on his own but i'm sure love can stand on his own  still she sings her top 0 about the boy she doesn't even know written by a man they call money he's winning birds while saving souls it's of the man the marketing plans and a new mercedes for his 7 year old wife  he's really diggin' on the girl with the top 0 ain't it funny for my love didn't come to win grammys or to be the king of rock n' roll for the  company man that we've all made him out to be is not what the story has told  so entertain me if you want to but i've heard it all if you feel the need to say more than what's been said but i'm sure love can stand on his own oooh entertain me if you want to i'm sure love can stand on his own i'm sure love can stand on his own love can stand on his own  so turn your eyes from the glow and remember the son
Katy Perry,Dove,unreleased
Katy Perry,Smile (Tough Love Remix),yeah i'm thankful scratch that baby i'm grateful gotta say it's really been a while but now i got back that smile smile i'm so thankful scratch that baby i'm grateful now you see me shine from a mile finally got back that smile  yeah i'm thankful scratch that baby i'm grateful gotta say it's really been a while but now i got back that smile smile i'm so thankful scratch that baby i'm grateful now you see me shine from a mile finally got back that smile  yeah i'm thankful scratch that baby i'm grateful gotta say it's really been a while but now i got back that smile smile i'm so thankful scratch that baby i'm grateful now you see me shine from a mile finally got back that smile  post i'm so thankful 'cause i finally   yeah i'm thankful scratch that baby i'm grateful gotta say it's really been a while but now i got back that smile smile i'm so thankful scratch that baby i'm grateful now you see me shin from a mile finally got back that smile  yeah i'm thankful scratch that baby i'm gratful gotta say it's really been a while but now i got back that smile smile i'm so thankful scratch that baby i'm grateful now you see me shine from a mile finally got back that smile smile   smile
Katy Perry,Waking Up in Vegas (Manhattan Clique Bellagio Remix),waking up in vegas remember what you told me remember what you told me remember what you told me told me told me   you gotta help me out it's all a blur last night we need a taxi 'cause you're hungover and i'm broke i lost my fake id but you lost the motel key spare me your freaking dirty looks now don't blame me  pre  you wanna cash out and get the hell outta town dont be a baby remember what you told me   shut up and put your money where your mouth is that's what you get for waking up in vegas get up and shake the glitter off your clothes now that's what you get for waking up in vegas waking up in vegas that's what you get for waking up in vegas remember what you told me remember what you told me remember what you told me told me told me   why are these lights so bright oh did we get hitched last night dressed up like elvis why am i wearing your class ring  pre  dont call your mother 'cause now were partners in crime dont be a baby remember what you told me   shut up and put your money where your mouth is that's what you get for waking up in vegas get up and shake the glitter off your clothes now that's what you get for waking up in vegas waking up in vegas   you got me into this information overload situation lost control send out an sos and get some cash out were gonna tear up the town no dont be a baby remember what you told me remember what you told me   shut up and put your money where your mouth is that's what you get for waking up in vegas get up and shake the glitter off your clothes now that's what you get for waking up in vegas   thats what you get baby shake the glitter shake shake shake the glitter gimme some cash out baby gimme some cash out baby
Katy Perry,Waking Up in Vegas (Manhattan Clique Luxor Dub),you gotta help me out it's all a blur last night we need a taxi 'cause you're hungover and i'm broke i lost my fake id but you lost the motel key spare me your freaking dirty looks now don't blame me  pre  you wanna cash out and get the hell outta town dont be a baby remember what you told me   shut up and put your money where your mouth is that's what you get for waking up in vegas get up and shake the glitter off your clothes now that's what you get for waking up in vegas   why are these lights so bright oh did we get hitched last night dressed up like elvis why am i wearing your class ring  pre  dont call your mother 'cause now were partners in crime dont be a baby remember what you told me   shut up and put your money where your mouth is that's what you get for waking up in vegas get up and shake the glitter off your clothes now that's what you get for waking up in vegas   you got me into this information overload situation lost control send out an sos and get some cash out were gonna tear up the town no dont be a baby remember what you told me remember what you told me remember what you told me you told me you told me   shut up and put your money where your mouth is that's what you get for waking up in vegas get up and shake the glitter off your clothes now that's what you get for waking up in vegas   thats what you get baby shake the glitter shake shake shake the glitter come on gimme some cash out baby gimme some cash out baby
Katy Perry,Waking Up in Vegas (Jason Nevins Electrotec Club Remix),get up and shake the glitter off your clothes now that's what you get get up and shake the glitter off your clothes now that's what you get   you gotta help me out it's all a blur last night we need a taxi 'cause you're hungover and i'm broke i lost my fake id but you lost the motel key spare me your freaking dirty looks now don't blame me  pre  you wanna cash out and get the hell outta town dont be a baby remember what you told me   shut up and put your money where your mouth is that's what you get for waking up in vegas get up and shake the glitter off your clothes now that's what you get for waking up in vegas   why are these lights so bright oh did we get hitched last night dressed up like elvis why am i wearing your class ring  pre  dont call your mother 'cause now were partners in crime dont be a baby remember what you told me   shut up and put your money where your mouth is that's what you get for waking up in vegas get up and shake the glitter off your clothes now that's what you get for waking up in vegas   you got me into this information overload situation lost control send out an sos and get some cash out were gonna tear up the town no dont be a baby remember what you told me remember what you told me remember what you told me you told me you told me   shut up and put your money where your mouth is that's what you get for waking up in vegas get up and shake the glitter off your clothes now that's what you get for waking up in vegas   thats what you get baby shake the glitter shake shake shake the glitter gimme some cash out baby gimme some cash out baby get up and shake the glitter off your clothes now shake the glitter shake shake the glitter get up and shake the glitter off your clothes now shake the glitter shake shake the glitter that's what you get for waking up in vegas that's what you get for waking up in vegas get up and shake the glitter off your clothes now get up and shake that's what you get baby get up and shake that's what you get baby that's what you get that's what you get that's what you get that's what you get that's what you get
Katy Perry,Lass Frooby Noo,zerpa stamby imba bweb zerpa powey imba heb nifler aba reba roo  fweeka minzo eba foo cowsa lovy minza bar ze yay blousa iza bar  iba umba derpa cu zeesa ika uba broov  finchy zub lep sny eby up obly maskoo oh welb  epsa berp ta bur aza pipty shner zaroo dwam  lass frooby noo yarby dansel dabel doops imi dooka mimi shoops sipi gibsy a fergoob  lass frooby noo yarby meksa crabit car inna keet it towy yar so be hipta bu leeyar  lass frooby noo ima stika ina par skeeby deeby mina yar dina hana showa tar  lass frooby noo yarma tinka bookey yow owa sina go estow ow ohoh  badipsa frooby noo dukwey ahhh da kweeb badipsa frooby noo dukwey ahhh da kweeb  topy nu conecsa dops duna waka dena bops tinka siby duna ka tomba looey yisa fla  rempy ferva perba dets wara oofa mona reks tinka neeba jamberay towa sooshka neeba fay  finchy zub leb sny eby up obly maskoo oh welb  eska berb ta bur aza pipty shner zaroo dwam  lass frooby noo yarby dansel dable doops imi dooka mimi shoops sipi gibsy a fergoob  lass frooby noo yarby meksa crabit car inna keet it towy yar so be hipta bu leeyar  lass frooby noo ima stinka ina par skeeby deeby mina yar dina hana showa tar  lass frooby noo yarma tinka bookey yow owa sina go stow ow ohoh  badipsa frooby noo dukwey ahhh da kweb badipsa frooby noo dukwey ahhh da kwb badipas frooby noo  tgif tgif tgif tgif tgif tgif  lass frooby noo yarby dansel dable doops imi dooka mimi shoops sipi gibsy a fergoob  lass frooby noo yarby meska crabit car inna keet it towy yar so be hipta bu leeyar  lass frooby noo ima stika ina par skeeby deeby mina yar dina hana showa tar  lass frooby noo yarma tinka bookey yow owa skina yo estow ow ohoh  badipsa frooby noo dukwey ahhh da kweb
Katy Perry,Dark horse -there no horse,i knew you were you were gonna come to me and here you are but you better choose carefully 'cause i'm capable of anything of anything and everything make me your aphrodite make me your one and only but don't make me your enemy your enemy your enemy so you wanna play with magic boy you should know whatcha falling for baby do you dare to do this 'cause i'm coming atcha like a dark horse are you ready for ready for a perfect storm a perfct storm 'cause once you're min once you're mine there's no going back mark my words this love will make you levitate like a bird like a bird without a cage but down to earth if you choose to walk away don't walk away it's in the palm of your hand now baby it's a yes or no no maybe so just be sure before you give it up to me up to me give it up to me so you wanna play with magic boy you should know whatcha falling for baby do you dare to do this 'cause i'm coming atcha like a dark horse are you ready for ready for a perfect storm a perfect storm 'cause once you're mine once you're mine there's no going back she's a beast i call her karma she eat your heart out like jeffrey dahmer be careful try not to lead her on shawty's heart was on steroids 'cause her love was so strong you may fall in love when you meet her if you get the chance you better keep her she swears by it but if you break her heart she turn cold as a freezer that fairy tale ending with a knight in shining armor she can be my sleeping beauty i'm gon' put her in a coma woo damn i think i love her shawty so bad i'm sprung and i don't care she got me like a roller coaster turn the bedroom into a fair her love is like a drug i was tryna hit it and quit it but lil' mama so dope i messed around and got addicted so you wanna play with magic boy you should know whatcha falling for baby do you dare to do this 'cause i'm coming atcha like a dark horse are you ready for ready for a perfect storm a perfect storm 'cause once you're mine once you're mine there's no going back
Post Malone,rockstar,post malone hahahahaha tank god ayy ayy   post malone i've been fuckin' hoes and poppin' pillies man i feel just like a rockstar star ayy ayy all my brothers got that gas and they always be smokin' like a rasta 'sta fuckin' with me call up on a uzi and show up man them the shottas 'tas when my homies pull up on your block they make that thing go grrratatata ta pow pow pow ayy ayy   post malone switch my whip came back in black i'm startin' sayin' rest in peace to bon scott scott ayy close that door we blowin' smoke she ask me light a fire like i'm morrison 'son ayy act a fool on stage prolly leave my fuckin' show in a cop car car ayy shit was legendary threw a tv out the window of the montage cocaine on the table liquor pourin' don't give a damn dude your girlfriend is a groupie she just tryna get in sayin' i'm with the band ayy ayy now she actin' outta pocket tryna grab up on my pants hundred bitches in my trailer say they ain't got a man and they all brought a friend yeah ayy ayy ayy   post malone i've been fuckin' hoes and poppin' pillies man i feel just like a rockstar star ayy ayy all my brothers got that gas and they always be smokin' like a rasta 'sta fuckin' with me call up on a uzi and show up man them the shottas 'tas when my homies pull up on your block they make that thing go grrratatata ta pow pow pow    savage i've been in the hills fuckin' superstars feelin' like a popstar    drankin' henny bad bitches jumpin' in the pool and they ain't got on no bra bra hit her from the back pullin' on her tracks and now she screamin' out no ms yeah yeah yeah they like savage why you got a  car garage and you only got six cars  i ain't with the cakin' how you kiss that kiss that your wifey say i'm lookin' like a whole snack big snack green hundreds in my safe i got old racks old racks la bitches always askin' where the coke at   livin' like a rockstar smash out on a cop car sweeter than a poptart you know you are not hard i done made the hot chart 'member i used to trap hard livin' like a rockstar i'm livin' like a rockstar ayy   post malone   savage i've been fuckin' hoes and poppin' pillies man i feel just like a rockstar star ayy ayy all my brothers got that gas and they always be smokin' like a rasta 'sta yeah yeah yeah yeah fuckin' with me call up on a uzi and show up man them the shottas 'tas when my homies pull up on your block they make that thing go grrratatata ta grrratatatata   post malone star star rockstar rockstar star rockstar rockstar feel just like a rock rockstar rockstar rockstar feel just like a
Post Malone,White Iverson,double ot i'm a new three   saucin' saucin' i'm saucin' on you i'm swaggin' i'm swaggin' i'm swaggin' ohooh swaggin' i'm ballin' i'm ballin' iverson on you swish ooh ayy watch out watch out watch out yeah that's my shot that's my shot that's my shot yeah spendin' i'm spendin' all my fuckin' pay   i got me some braids and i got me some hoes started rockin' the sleeve i can't ball with no joes you know how i do it concords on my toes this shit is hard ooh i ain't rich yet but you know i ain't broke i i ain't broke i so if i see it i like it buy that from the store i that from the store i i'm with some white girls and they lovin' the coca coca like they ot double ot like i'm kd smokin' og smokin' og and you know me in my s and my gold teeth and my gold teeth bitch i'm smiling bet you see me from the nosebleeds nosebleeds i'm a new three and i change out to my new s to my new s  pre white iverson when i started ballin' i was young you gon' think about me when i'm gone i need that money like the ring i never won i won   saucin' saucin' i'm saucin' on you i'm swaggin' i'm swaggin' i'm swaggin' ohooh i'm ballin' i'm ballin' iverson on you on you on you watch out watch out watch out yeah that's my shot that's my shot that's my shot yeah spendin' i'm spendin' all my fuckin' pay   ooh stoney cigarettes and a headband commas commas in my head man slumped over like a dead man red and black 'bout my bread man i'm the answer never question lace up learn a lesson bitch i'm saucin' wow i do this often don't do no talkin' no my options right when i walk in jump all them jordans ooh i'm ballin' money jumpin' like i'm davis from new orleans or bitch i'm harden i don't miss nothin' fuck practice this shit just happens know y'all can't stand it ayy i have it i never pass it i work my magic high average ball on these bastards it makes me happy it's tragic i make it happen and all y'all shaqtin'  pre white iverson when i started ballin' i was young you gon' think about me when i'm gone i need that money like the ring i never won i won   saucin' saucin' i'm saucin' on you i'm swaggin' i'm swaggin' i'm swaggin' ohooh i'm ballin' i'm ballin' iverson on you watch out watch out watch out yeah that's my shot that's my shot that's my shot yeah spendin' i'm spendin' all my fuckin' pay   oohooh oohooh oohooh oohooh
Post Malone,Congratulations,post malone mmmmm yeah yeah mmmmm yeah hey   post malone my momma called seen you on tv son said shit done changed ever since we was on i dreamed it all ever since i was young they said i wouldn't be nothing now they always say congratulations uh uh uh worked so hard forgot how to vacation uhhuh they ain't never had the dedication uh uh people hatin' say we changed and look we made it uh uh yeah we made it uh uh uh   post malone they was never friendly yeah now i'm jumping out the bentley yeah and i know i sound dramatic yeah but i know i had to have it yeah for the money i'm a savage yeah i be itching like a addict yeah i'm surrounded twenty bad bitches yeah but they didn't know me last year yeah everyone wanna act like they important yeahyeahyeah yeahyeahyeah but all that mean nothing when i saw my dough yuh yeahyeahyeah yeahyeahyeah everyone countin' on me drop the ball yuh yeahyeahyeah yeahyeahyeah everything custom like i'm at the border yeah yeah if you fuck with winning put your lighters to the sky how could i make cents when i got millions on my mind coming with that bullshit i just put it to the side balling since a baby they could see it in my eyes   post malone  quavo my momma called seen you on tv son said shit done changed ever since we was on i dreamed it all ever since i was young they said i wouldn't be nothing now they always say congratulations congratulations worked so hard forgot how to vacation ooh they ain't never had the dedication uh uh ayy people hatin' say we changed and look we made it uh uh yeah we made it uh uh uh yeah   quavo i was patient yeah oh i was patient ayy ooh now i can scream that we made it we made it now everywhere everywhere i go they say 'gratulation ooh young nigga young nigga graduation yeah i pick up the rock and i ball baby ball i'm looking for someone to call baby brr but right now i got a situation ayy never old benben franklins cash big rings ooh champagne champagne my life is like a ball game ball game but instead i'm in the trap though trap though pot so big call it super bowl super bowl super bowl call the hoes brr get in the rolls skrrt topfloor lifestyle top huncho and post yeah ayy malone ayy i gotta play on my phone ayy you know what i'm on ayy huncho houdini is gone ayy   post malone  quavo my momma called seen you on tv son said shit done changed ever since we was on i dreamed it all ever since i was young they said i wouldn't be nothing now they always say congratulations ayy uh uh uh worked so hard forgot how to vacation uhhuh ooh they ain't never had the dedication ayy uh uh people hatin' say we changed and look we made it yeah  uh uh yeah we made it ayy   hey hey hey hey hey hey hey hey
Post Malone,Psycho,post malone damn my ap goin' psycho lil' mama bad like michael can't really trust nobody with all this jewelry on you my roof look like a noshow got diamonds by the boatload come with the tony romo for clowns and all the bozos my ap goin' psycho lil' mama bad like michael can't really trust nobody with all this jewelry on you my roof look like a noshow got diamonds by the boatload don't act like you my friend when i'm rollin' through my ends though   post malone you stuck in the friend zone i tell that fourfive the fifth ayy hunnid bands inside my shorts dechino the shit ayy try to stuff it all in but it don't even fit ayy know that i been with the shits ever since a jit ayy i made my first million i'm like shit this is it ayy 0 for a walkthrough man we had that bitch lit ayy had so many bottles gave ugly girl a sip out the window of the benzo we get seen in the rent' and i'm like woah man my neck so goddamn cold diamonds wet my tshirt soaked i got homies let it go oh my money thick won't ever fold she said can i have some to hold and i can't ever tell you no   post malone damn my ap goin' psycho lil' mama bad like michael can't really trust nobody with all this jewelry on you my roof look like a noshow got diamonds by the boatload come with the tony romo for clowns and all the bozos my ap goin' psycho lil' mama bad like michael can't really trust nobody with all this jewelry on you my roof look like a noshow got diamonds by the boatload don't act like you my friend when i'm rollin' through my ends though   ty dolla ign the ap goin' psycho my rollie goin' brazy i'm hittin' lil' mama she wanna have my babies it's fifty on the pinky chain so stanky you should see the whip promise i can take yo' bitch dolla ridin' in an old school chevy it's a drop top boolin' with a thotthot she gon' give me toptop just one switch i can make the ass drop hey ayy take you to the smoke shop we gon' get high ayy we gon' hit rodeo dial up valentino we gon' hit pico take you where i'm from take you to the slums this ain't happen overnight no these diamonds real bright saint laurent jeans still in my vans though all vvs' put you in a necklace girl you look beautiful tonight stars on the roof they matching with the jewelry   post malone damn my ap goin' psycho lil' mama bad like michael can't really trust nobody with all this jewelry on you my roof look like a noshow got diamonds by the boatload come with the tony romo for clowns and all the bozos my ap goin' psycho lil' mama bad like michael can't really trust nobody with all this jewelry on you my roof look like a noshow got diamonds by the boatload don't act like you my friend when i'm rollin' through my ends though
Post Malone,I Fall Apart,ooh i fall apart ooh yeah mmm yeah   she told me that i'm not enough yeah and she left me with a broken heart yeah she fooled me twice and it's all my fault yeah she cut too deep now she left me scarred yeah now there's so many thoughts goin' through my brain yeah and now i'm takin' these shots like it's novocaine yeah   ooh i fall apart down to my core ooh i fall apart down to my core ooh didn't know it before surprised when you caught me off guard all this damn jewelry i bought you was my shorty i thought   never caught a feelin' this hard harder than the liquor i pour tell me you don't want me no more but i can't let go everybody told me so feelin' like i sold my soul devil in the form of a whore devil in the form of a whore you said it no you said it no you said that shit we'd be together oh   ooh i fall apart down to my core ooh i fall apart down to my core ooh didn't know it before surprised when you caught me off guard all this damn jewelry i bought you was my shorty i thought   ice keep pourin' and the drink keep flowin' try to brush it off but it keep on goin' covered in scars and i can't help showin' whippin' in the foreign and the tears keep rollin' ice keep droppin' and the drink keep flowin' try to brush it off but it keep on goin' all these scars can't help from showin' whippin' in the foreign and the tears keep blowin' yeah   ooh i fall apart down to my core ooh i fall apart down to my core ooh didn't know it before surprised when you caught me off guard all this damn jewelry i bought you was my shorty i thought
Post Malone,Circles,oh oh oh oh oh oh oh oh oh oh oh   we couldn't turn around 'til we were upside down i'll be the bad guy now but know i ain't too proud i couldn't be there even when i tried you don't believe it we do this every time   seasons change and our love went cold feed the flame 'cause we can't let go run away but we're running in circles run away run away i dare you to do something i'm waiting on you again so i don't take the blame run away but we're running in circles run away run away run away   let go i got a feeling that it's time to let go i said so i knew that this was doomed from the getgo you thought that it was special special but it was just the sex though the sex though and i still hear the echoes the echoes i got a feeling that it's time to let it go let it go   seasons change and our love went cold feed the flame 'cause we can't let go run away but we're running in circles run away run away i dare you to do something i'm waiting on you again so i don't take the blame run away but we're running in circles run away run away run away   maybe you don't understand what i'm going through it's only me what you got to lose make up your mind tell me what are you gonna do it's only me let it go   seasons change and our love went cold feed the flame 'cause we can't let go run away but we're running in circles run away run away i dare you to do something i'm waiting on you again so i don't take the blame run away but we're running in circles run away run away run away
Post Malone,Better Now,you prolly think that you are better now better now you only say that 'cause i'm not around not around you know i never meant to let you down let you down woulda gave you anything woulda gave you everything you know i say that i am better now better now i only say that 'cause you're not around not around you know i never meant to let you down let you down woulda gave you anything woulda gave you everything ohoh   i did not believe that it would end no everything came second to the benzo you're not even speakin' to my friends no you knew all my uncles and my aunts though twenty candles blow 'em out and open your eyes we were lookin' forward to the rest of our lives used to keep my picture posted by your bedside now it's in your dresser with the socks you don't like and i'm rollin' rollin' rollin' rollin' with my brothers like it's jonas jonas drinkin' henny and i'm tryna forget but i can't get this shit outta my head   you prolly think that you are better now better now you only say that 'cause i'm not around not around you know i never meant to let you down let you down woulda gave you anything woulda gave you everything you know i say that i am better now better now i only say that 'cause you're not around not around you know i never meant to let you down let you down woulda gave you anything woulda gave you everything ohoh   i seen you with your other dude he seemed like he was pretty cool i was so broken over you life it goes on what can you do i just wonder what it's gonna take what's it gonna take another foreign or a bigger chain bigger chain because no matter how my life has changed i keep on looking back on better days   you prolly think that you are better now better now you only say that 'cause i'm not around not around you know i never meant to let you down let you down woulda gave you anything woulda gave you everything you know i say that i am better now better now i only say that 'cause you're not around not around you know i never meant to let you down let you down woulda gave you anything woulda gave you everything ohoh   i promise i swear to you i'll be okay you're only the love of my life love of my life   you prolly think that you are better now better now you only say that 'cause i'm not around not around you know i never meant to let you down let you down woulda gave you anything woulda gave you everything you know i say that i am better now better now i only say that 'cause you're not around not around you know i never meant to let you down let you down woulda gave you anything woulda gave you everything ohoh
